,ISO_A3,Year,Asylum,Refugees,Asylum-seekers,IDPs,Others in need,Stateless,Host Community,Others of concern,Displaced
76,GBR,2020.0,United Kingdom of Great Britain and Northern Ireland,132304.0,77245.0,0.0,0.0,4662.0,0.0,209.0,214420.0
77,GEO,2020.0,Georgia,1780.0,1282.0,288538.0,0.0,531.0,0.0,0.0,292131.0
78,GGY,,,,,,,,,,
79,GHA,2020.0,Ghana,12406.0,1511.0,0.0,0.0,0.0,0.0,0.0,13917.0
80,GIB,,,,,,,,,,
81,GIN,2020.0,Guinea,6029.0,3543.0,0.0,0.0,0.0,0.0,0.0,9572.0
82,GMB,2020.0,Gambia,4378.0,207.0,0.0,0.0,0.0,0.0,0.0,4585.0
83,GNB,2020.0,Guinea-Bissau,1846.0,30.0,0.0,0.0,0.0,0.0,0.0,1876.0
84,GNQ,,,,,,,,,,
85,GRC,2020.0,Greece,103101.0,60873.0,0.0,0.0,5557.0,0.0,4705.0,174236.0
86,GRD,2020.0,Grenada,0.0,0.0,0.0,234.0,0.0,0.0,0.0,234.0
87,GRL,,,,,,,,,,
88,GTM,2020.0,Guatemala,442.0,784.0,0.0,0.0,0.0,0.0,112749.0,113975.0
89,GUM,,,,,,,,,,
90,GUY,2020.0,Guyana,23.0,72.0,0.0,23307.0,0.0,0.0,0.0,23402.0
91,HKG,2020.0,"China, Hong Kong SAR",245.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0
92,HMD,,,,,,,,,,
93,HND,2020.0,Honduras,85.0,116.0,247090.0,0.0,0.0,0.0,2940.0,250231.0
94,HRV,2020.0,Croatia,956.0,567.0,0.0,0.0,2900.0,0.0,2520.0,6943.0
95,HTI,2020.0,Haiti,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0
96,HUN,2020.0,Hungary,5838.0,38.0,0.0,0.0,145.0,0.0,0.0,6021.0
97,IDN,2020.0,Indonesia,10114.0,3597.0,0.0,0.0,874.0,0.0,170.0,14755.0
98,IMN,,,,,,,,,,
99,IND,2020.0,India,195373.0,11217.0,0.0,0.0,18174.0,0.0,0.0,224764.0
100,IOT,,,,,,,,,,
101,IRL,2020.0,Ireland,9035.0,7393.0,0.0,0.0,106.0,0.0,99.0,16633.0
102,IRN,2020.0,Iran (Islamic Rep. of),800025.0,34.0,0.0,0.0,34.0,0.0,0.0,800093.0
103,IRQ,2020.0,Iraq,270377.0,12670.0,1224108.0,0.0,47253.0,0.0,5.0,1554413.0
104,ISL,2020.0,Iceland,1460.0,181.0,0.0,0.0,65.0,0.0,0.0,1706.0
105,ISR,2020.0,Israel,1843.0,32518.0,0.0,0.0,42.0,0.0,10003.0,44406.0
106,ITA,2020.0,Italy,128033.0,53901.0,0.0,0.0,3000.0,0.0,0.0,184934.0
107,JAM,2020.0,Jamaica,27.0,5.0,0.0,67.0,0.0,0.0,0.0,99.0
108,JEY,,,,,,,,,,
109,JOR,2020.0,Jordan,702461.0,49686.0,0.0,0.0,63.0,0.0,988.0,753198.0
110,JPN,2020.0,Japan,1132.0,23765.0,0.0,0.0,707.0,0.0,0.0,25604.0
111,KAZ,2020.0,Kazakhstan,440.0,223.0,0.0,0.0,7999.0,0.0,0.0,8662.0
112,KEN,2020.0,Kenya,452916.0,51916.0,0.0,0.0,16820.0,44000.0,0.0,565652.0
113,KGZ,2020.0,Kyrgyzstan,334.0,343.0,0.0,0.0,18.0,0.0,0.0,695.0
114,KHM,2020.0,Cambodia,0.0,12.0,0.0,0.0,57444.0,0.0,0.0,57456.0
115,KIR,,,,,,,,,,
116,KNA,2020.0,Saint Kitts and Nevis,0.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0
117,KOR,2020.0,Rep. of Korea,3443.0,20073.0,0.0,0.0,203.0,0.0,0.0,23719.0
118,KWT,2020.0,Kuwait,732.0,1054.0,0.0,0.0,92000.0,0.0,20.0,93806.0
119,LAO,,,,,,,,,,
120,LBN,2020.0,Lebanon,870388.0,10278.0,0.0,0.0,0.0,0.0,7149.0,887815.0
121,LBR,2020.0,Liberia,8213.0,10668.0,0.0,0.0,0.0,0.0,0.0,18881.0
122,LBY,2020.0,Libya,4149.0,40039.0,278177.0,0.0,0.0,0.0,0.0,322365.0
123,LCA,,,,,,,,,,
124,LIE,2020.0,Liechtenstein,129.0,20.0,0.0,0.0,0.0,0.0,0.0,149.0
125,LKA,2020.0,Sri Lanka,1008.0,224.0,25013.0,0.0,34.0,0.0,0.0,26279.0
126,LSO,2020.0,Lesotho,271.0,179.0,0.0,0.0,0.0,0.0,0.0,450.0
127,LTU,2020.0,Lithuania,1880.0,122.0,0.0,0.0,2720.0,0.0,0.0,4722.0
128,LUX,2020.0,Luxembourg,5158.0,1400.0,0.0,0.0,194.0,0.0,85.0,6837.0
129,LVA,2020.0,Latvia,637.0,73.0,0.0,0.0,209167.0,0.0,0.0,209877.0
130,MAC,,,,,,,,,,
131,MAF,,,,,,,,,,
132,MAR,2020.0,Morocco,6505.0,7011.0,0.0,0.0,0.0,0.0,0.0,13516.0
133,MCO,2020.0,Monaco,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
134,MDA,2020.0,Rep. of Moldova,405.0,59.0,0.0,0.0,3405.0,0.0,0.0,3869.0
135,MDG,2020.0,Madagascar,112.0,189.0,0.0,0.0,0.0,0.0,0.0,301.0
136,MDV,,,,,,,,,,
137,MEX,2020.0,Mexico,45434.0,83792.0,0.0,81847.0,13.0,0.0,73635.0,284721.0
138,MHL,,,,,,,,,,
139,MKD,2020.0,North Macedonia,303.0,21.0,0.0,0.0,558.0,0.0,0.0,882.0
140,MLI,2020.0,Mali,47380.0,969.0,332957.0,0.0,0.0,0.0,0.0,381306.0
141,MLT,2020.0,Malta,9168.0,4047.0,0.0,0.0,11.0,0.0,0.0,13226.0
142,MMR,2020.0,Myanmar,0.0,0.0,370320.0,0.0,600000.0,0.0,0.0,970320.0
143,MNE,2020.0,Montenegro,166.0,193.0,0.0,0.0,472.0,0.0,1094.0,1925.0
144,MNG,2020.0,Mongolia,0.0,10.0,0.0,0.0,0.0,0.0,8.0,18.0
145,MNP,,,,,,,,,,
146,MOZ,2020.0,Mozambique,4757.0,22442.0,668038.0,0.0,0.0,0.0,0.0,695237.0
147,MRT,2020.0,Mauritania,93607.0,1960.0,0.0,0.0,0.0,0.0,0.0,95567.0
148,MSR,,,,,,,,,,
149,MUS,2020.0,Mauritius,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
150,MWI,2020.0,Malawi,14892.0,33129.0,0.0,0.0,0.0,0.0,244.0,48265.0
151,MYS,2020.0,Malaysia,129902.0,49822.0,0.0,0.0,111298.0,0.0,0.0,291022.0
152,NAM,2020.0,Namibia,3578.0,2214.0,0.0,0.0,0.0,0.0,7.0,5799.0
153,NCL,,,,,,,,,,
154,NER,2020.0,Niger,233293.0,3285.0,298458.0,0.0,0.0,0.0,38127.0,573163.0
155,NFK,,,,,,,,,,
156,NGA,2020.0,Nigeria,66056.0,2787.0,2610278.0,0.0,0.0,0.0,0.0,2679121.0
157,NIC,2020.0,Nicaragua,311.0,126.0,0.0,0.0,0.0,0.0,563.0,1000.0
158,NIU,,,,,,,,,,
159,NLD,2020.0,Netherlands (Kingdom of the),95897.0,11882.0,0.0,0.0,4407.0,0.0,0.0,112186.0
160,NOR,2020.0,Norway,49653.0,1083.0,0.0,0.0,4206.0,0.0,0.0,54942.0
161,NPL,2020.0,Nepal,19555.0,42.0,0.0,0.0,371.0,0.0,560.0,20528.0
162,NRU,2020.0,Nauru,1074.0,90.0,0.0,0.0,140.0,0.0,0.0,1304.0
163,NZL,2020.0,New Zealand,1748.0,691.0,0.0,0.0,0.0,0.0,0.0,2439.0
164,OMN,2020.0,Oman,308.0,330.0,0.0,0.0,0.0,0.0,0.0,638.0
165,PAK,2020.0,Pakistan,1438940.0,9794.0,98898.0,0.0,47.0,0.0,62.0,1547741.0
166,PAN,2020.0,Panama,2562.0,12892.0,0.0,118937.0,0.0,0.0,0.0,134391.0
167,PCN,,,,,,,,,,
168,PER,2020.0,Peru,4272.0,537552.0,0.0,515039.0,0.0,500353.0,0.0,1557216.0
169,PHL,2020.0,Philippines,709.0,397.0,150368.0,0.0,387.0,0.0,129513.0,281374.0
170,PLW,,,,,,,,,,
171,PNG,2020.0,Papua New Guinea,10781.0,108.0,14000.0,0.0,9.0,0.0,0.0,24898.0
172,POL,2020.0,Poland,2771.0,3602.0,0.0,0.0,1390.0,0.0,0.0,7763.0
173,PRI,,,,,,,,,,
174,PRK,,,,,,,,,,
175,PRT,2020.0,Portugal,2405.0,1154.0,0.0,0.0,45.0,0.0,14.0,3618.0
176,PRY,2020.0,Paraguay,1686.0,1452.0,0.0,2879.0,0.0,0.0,0.0,6017.0
177,PSE,,,,,,,,,,
178,PYF,,,,,,,,,,
179,QAT,2020.0,Qatar,201.0,243.0,0.0,0.0,1200.0,0.0,0.0,1644.0
180,ROU,2020.0,Romania,3581.0,2242.0,0.0,0.0,275.0,0.0,183.0,6281.0
181,RUS,2020.0,Russian Federation,20260.0,813.0,0.0,0.0,60185.0,0.0,0.0,81258.0
182,RWA,2020.0,Rwanda,139491.0,465.0,0.0,0.0,0.0,8165.0,5475.0,153596.0
183,SAU,2020.0,Saudi Arabia,330.0,9434.0,0.0,0.0,70000.0,0.0,0.0,79764.0
184,SDN,2020.0,Sudan,1040288.0,16023.0,2552174.0,0.0,0.0,0.0,3698.0,3612183.0
185,SEN,2020.0,Senegal,14361.0,1913.0,0.0,0.0,0.0,0.0,0.0,16274.0
186,SGP,2020.0,Singapore,0.0,0.0,0.0,0.0,1109.0,0.0,0.0,1109.0
187,SGS,,,,,,,,,,
188,SHN,,,,,,,,,,
189,SLB,,,,,,,,,,
190,SLE,2020.0,Sierra Leone,342.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0
191,SLV,2020.0,El Salvador,48.0,53.0,71500.0,0.0,0.0,0.0,1700.0,73301.0
192,SMR,,,,,,,,,,
193,SOM,2020.0,Somalia,11220.0,13229.0,2967500.0,0.0,0.0,0.0,8.0,2991957.0
194,SPM,,,,,,,,,,
195,SRB,2020.0,Serbia and Kosovo: S/RES/1244 (1999),26085.0,302.0,213018.0,0.0,2144.0,0.0,6514.0,248063.0
196,SSD,2020.0,South Sudan,314438.0,3763.0,1600254.0,0.0,10000.0,250000.0,0.0,2178455.0
197,STP,,,,,,,,,,
198,SUR,2020.0,Suriname,19.0,1988.0,0.0,0.0,0.0,0.0,0.0,2007.0
199,SVK,2020.0,Slovakia,1006.0,44.0,0.0,0.0,1532.0,0.0,0.0,2582.0
200,SVN,2020.0,Slovenia,823.0,277.0,0.0,0.0,10.0,0.0,5.0,1115.0
201,SWE,2020.0,Sweden,248372.0,18603.0,0.0,0.0,50414.0,0.0,0.0,317389.0
202,SWZ,2020.0,Eswatini,945.0,1104.0,0.0,0.0,0.0,0.0,0.0,2049.0
203,SXM,2020.0,Sint Maarten (Dutch part),0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0
204,SYC,,,,,,,,,,
205,SYR,2020.0,Syrian Arab Rep.,15304.0,8769.0,6701972.0,0.0,160000.0,0.0,30846.0,6916891.0
206,TCA,2020.0,Turks and Caicos Islands,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
207,TCD,2020.0,Chad,478649.0,4568.0,336124.0,0.0,0.0,0.0,99765.0,919106.0
208,TGO,2020.0,Togo,10798.0,660.0,0.0,0.0,0.0,0.0,0.0,11458.0
209,THA,2020.0,Thailand,96179.0,852.0,0.0,0.0,480695.0,0.0,146.0,577872.0
210,TJK,2020.0,Tajikistan,5578.0,408.0,0.0,0.0,6385.0,0.0,0.0,12371.0
211,TKM,2020.0,Turkmenistan,20.0,0.0,0.0,0.0,3924.0,0.0,0.0,3944.0
212,TLS,,,,,,,,,,
213,TON,,,,,,,,,,
214,TTO,2020.0,Trinidad and Tobago,3179.0,19926.0,0.0,4663.0,0.0,0.0,393.0,28161.0
215,TUN,2020.0,Tunisia,2580.0,3700.0,0.0,0.0,0.0,0.0,54.0,6334.0
216,TUR,2020.0,Türkiye,3652362.0,322188.0,0.0,0.0,0.0,0.0,0.0,3974550.0
217,TUV,,,,,,,,,,
218,TWN,,,,,,,,,,
219,TZA,2020.0,United Rep. of Tanzania,234645.0,28748.0,0.0,0.0,0.0,0.0,23920.0,287313.0
220,UGA,2020.0,Uganda,1421133.0,25236.0,0.0,0.0,0.0,2351313.0,0.0,3797682.0
221,UKR,2020.0,Ukraine,2249.0,2359.0,734000.0,0.0,35875.0,0.0,1620000.0,2394483.0
222,UMI,,,,,,,,,,
223,URY,2020.0,Uruguay,664.0,10631.0,0.0,14063.0,0.0,0.0,0.0,25358.0
224,USA,2020.0,United States of America,340846.0,997996.0,0.0,0.0,47.0,0.0,0.0,1338889.0
225,UZB,2020.0,Uzbekistan,13.0,0.0,0.0,0.0,69791.0,0.0,0.0,69804.0
226,VAT,,,,,,,,,,
227,VCT,2020.0,Saint Vincent and the Grenadines,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0
228,VEN,2020.0,Venezuela (Bolivarian Republic of),68089.0,284.0,0.0,0.0,0.0,0.0,1112517.0,1180890.0
229,VGB,,,,,,,,,,
230,VIR,,,,,,,,,,
231,VNM,2020.0,Viet Nam,0.0,0.0,0.0,0.0,32890.0,0.0,0.0,32890.0
232,VUT,,,,,,,,,,
233,WLF,,,,,,,,,,
234,WSM,,,,,,,,,,
235,YEM,2020.0,Yemen,166906.0,10693.0,4002012.0,0.0,0.0,0.0,15.0,4179626.0
236,ZAF,2020.0,South Africa,76729.0,173461.0,0.0,0.0,0.0,0.0,0.0,250190.0
237,ZMB,2020.0,Zambia,66070.0,4293.0,0.0,0.0,0.0,0.0,24203.0,94566.0
238,ZWE,2020.0,Zimbabwe,9261.0,11929.0,0.0,0.0,0.0,0.0,967.0,22157.0
