,ISO_A3,Year,Asylum,Refugees,Asylum-seekers,IDPs,Others in need,Stateless,Host Community,Others of concern,Displaced
26,BIH,2022.0,Bosnia and Herzegovina,274.0,66.0,96305.0,0.0,26.0,0.0,1290.0,97961.0
27,BLM,,,,,,,,,,
28,BLR,2022.0,Belarus,19715.0,639.0,0.0,0.0,5611.0,0.0,0.0,25965.0
29,BLZ,2022.0,Belize,145.0,1982.0,0.0,0.0,0.0,0.0,9452.0,11579.0
30,BMU,,,,,,,,,,
31,BOL,2022.0,Bolivia (Plurinational State of),1116.0,61.0,0.0,13531.0,0.0,5480.0,0.0,20188.0
32,BRA,2022.0,Brazil,67522.0,206764.0,0.0,264040.0,5.0,0.0,0.0,538331.0
33,BRB,,,,,,,,,,
34,BRN,2022.0,Brunei Darussalam,0.0,0.0,0.0,0.0,20863.0,0.0,0.0,20863.0
35,BTN,,,,,,,,,,
36,BWA,2022.0,Botswana,733.0,97.0,0.0,0.0,0.0,0.0,70.0,900.0
37,CAF,2022.0,Central African Rep.,11213.0,470.0,515665.0,0.0,0.0,0.0,0.0,527348.0
38,CAN,2022.0,Canada,140621.0,113066.0,0.0,0.0,4802.0,0.0,0.0,258489.0
39,CHE,2022.0,Switzerland,182474.0,14904.0,0.0,0.0,938.0,0.0,88.0,198404.0
40,CHL,2022.0,Chile,2133.0,11896.0,0.0,436845.0,0.0,83995.0,1927.0,536796.0
41,CHN,2022.0,China,320.0,785.0,0.0,0.0,0.0,0.0,0.0,1105.0
42,CIV,2022.0,Cote d'Ivoire,5636.0,176.0,0.0,0.0,931076.0,0.0,139.0,937027.0
43,CMR,2022.0,Cameroon,473887.0,9247.0,989079.0,0.0,0.0,0.0,1081.0,1473294.0
44,COD,2022.0,Dem. Rep. of the Congo,520544.0,2147.0,5541021.0,0.0,0.0,0.0,49.0,6063761.0
45,COG,2022.0,Congo,41557.0,18356.0,26875.0,0.0,0.0,0.0,10286.0,97074.0
46,COK,,,,,,,,,,
47,COL,2022.0,Colombia,1607.0,22675.0,6834492.0,2453862.0,11.0,1102358.0,522523.0,10937528.0
48,COM,2022.0,Comoros,12.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0
49,CPV,2022.0,Cabo Verde,0.0,0.0,0.0,0.0,115.0,0.0,0.0,115.0
50,CRI,2022.0,Costa Rica,14088.0,239640.0,0.0,16598.0,235.0,3051.0,45.0,273657.0
51,CUB,2022.0,Cuba,174.0,8.0,0.0,0.0,0.0,0.0,0.0,182.0
52,CUW,2022.0,Curacao ,0.0,0.0,0.0,14000.0,0.0,1700.0,0.0,15700.0
53,CYM,2022.0,Cayman Islands,47.0,242.0,0.0,0.0,0.0,0.0,222.0,511.0
54,CYP,2022.0,Cyprus,29280.0,36497.0,0.0,0.0,76.0,0.0,0.0,65853.0
55,CZE,2022.0,Czechia,435212.0,986.0,0.0,0.0,1557.0,0.0,537.0,438292.0
56,DEU,2022.0,Germany,2075445.0,261019.0,0.0,0.0,29455.0,0.0,0.0,2365919.0
57,DJI,2022.0,Djibouti,20383.0,9174.0,0.0,0.0,0.0,640.0,0.0,30197.0
58,DMA,,,,,,,,,,
59,DNK,2022.0,Denmark,67772.0,2776.0,0.0,0.0,11564.0,0.0,0.0,82112.0
60,DOM,2022.0,Dominican Rep.,546.0,2175.0,0.0,113722.0,0.0,0.0,0.0,116443.0
61,DZA,2022.0,Algeria,99107.0,3646.0,0.0,0.0,0.0,0.0,0.0,102753.0
62,ECU,2022.0,Ecuador,60125.0,9754.0,0.0,495304.0,0.0,0.0,0.0,565183.0
63,EGY,2022.0,Egypt,294632.0,63881.0,0.0,0.0,10.0,0.0,0.0,358523.0
64,ERI,2022.0,Eritrea,119.0,0.0,0.0,0.0,0.0,0.0,17.0,136.0
65,ESH,,,,,,,,,,
66,ESP,2022.0,Spain,317751.0,134580.0,0.0,0.0,6858.0,0.0,6842.0,466031.0
67,EST,2022.0,Estonia,40806.0,631.0,0.0,0.0,68111.0,0.0,0.0,109548.0
68,ETH,2022.0,Ethiopia,879598.0,2214.0,2730000.0,0.0,0.0,596148.0,462.0,4208422.0
69,FIN,2022.0,Finland,69553.0,6046.0,0.0,0.0,3410.0,0.0,0.0,79009.0
70,FJI,2022.0,Fiji,5.0,13.0,0.0,0.0,0.0,0.0,0.0,18.0
71,FLK,,,,,,,,,,
72,FRA,2022.0,France,612934.0,75047.0,0.0,0.0,3901.0,0.0,1716.0,693598.0
73,FRO,,,,,,,,,,
74,FSM,,,,,,,,,,
75,GAB,2022.0,Gabon,205.0,75.0,0.0,0.0,0.0,0.0,0.0,280.0
76,GBR,2022.0,United Kingdom of Great Britain and Northern Ireland,328989.0,167289.0,0.0,0.0,5351.0,0.0,319.0,501948.0
77,GEO,2022.0,Georgia,27839.0,1030.0,292856.0,0.0,525.0,0.0,0.0,322250.0
78,GGY,,,,,,,,,,
79,GHA,2022.0,Ghana,8531.0,2517.0,0.0,0.0,0.0,0.0,0.0,11048.0
80,GIB,,,,,,,,,,
81,GIN,2022.0,Guinea,2199.0,53.0,0.0,0.0,0.0,0.0,0.0,2252.0
82,GMB,2022.0,Gambia,3685.0,198.0,0.0,0.0,0.0,0.0,0.0,3883.0
83,GNB,2022.0,Guinea-Bissau,24.0,30.0,0.0,0.0,0.0,0.0,0.0,54.0
84,GNQ,,,,,,,,,,
85,GRC,2022.0,Greece,160761.0,22139.0,0.0,0.0,4488.0,0.0,3641.0,191029.0
86,GRD,2022.0,Grenada,0.0,0.0,0.0,0.0,0.0,0.0,234.0,234.0
87,GRL,,,,,,,,,,
88,GTM,2022.0,Guatemala,701.0,1519.0,0.0,0.0,0.0,406161.0,146900.0,555281.0
89,GUM,,,,,,,,,,
90,GUY,2022.0,Guyana,12.0,163.0,0.0,19635.0,0.0,4200.0,0.0,24010.0
91,HKG,2022.0,"China, Hong Kong SAR",285.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0
92,HMD,,,,,,,,,,
93,HND,2022.0,Honduras,165.0,107.0,247090.0,0.0,0.0,0.0,192977.0,440339.0
94,HRV,2022.0,Croatia,20638.0,1200.0,0.0,0.0,734.0,0.0,213.0,22785.0
95,HTI,,,,,,,,,,
96,HUN,2022.0,Hungary,35370.0,20.0,0.0,0.0,137.0,0.0,0.0,35527.0
97,IDN,2022.0,Indonesia,9785.0,2889.0,0.0,0.0,928.0,0.0,177.0,13779.0
98,IMN,,,,,,,,,,
99,IND,2022.0,India,242835.0,15794.0,0.0,0.0,21591.0,0.0,0.0,280220.0
100,IOT,,,,,,,,,,
101,IRL,2022.0,Ireland,81256.0,15108.0,0.0,0.0,21.0,0.0,0.0,96385.0
102,IRN,2022.0,Iran (Islamic Rep. of),3425091.0,34.0,0.0,0.0,34.0,0.0,0.0,3425159.0
103,IRQ,2022.0,Iraq,273716.0,10621.0,1168619.0,0.0,47093.0,0.0,2012.0,1502061.0
104,ISL,2022.0,Iceland,5240.0,981.0,0.0,0.0,64.0,0.0,0.0,6285.0
105,ISR,2022.0,Israel,1207.0,25166.0,0.0,0.0,35.0,0.0,41601.0,68009.0
106,ITA,2022.0,Italy,296181.0,79979.0,0.0,0.0,2998.0,0.0,0.0,379158.0
107,JAM,2022.0,Jamaica,31.0,0.0,0.0,0.0,0.0,0.0,67.0,98.0
108,JEY,,,,,,,,,,
109,JOR,2022.0,Jordan,697761.0,45177.0,0.0,0.0,64.0,0.0,1385.0,744387.0
110,JPN,2022.0,Japan,17406.0,12473.0,0.0,0.0,508.0,0.0,0.0,30387.0
111,KAZ,2022.0,Kazakhstan,308.0,840.0,0.0,0.0,8569.0,0.0,0.0,9717.0
112,KEN,2022.0,Kenya,504473.0,69011.0,0.0,0.0,16779.0,401356.0,87196.0,1078815.0
113,KGZ,2022.0,Kyrgyzstan,274.0,669.0,0.0,0.0,203.0,0.0,0.0,1146.0
114,KHM,2022.0,Cambodia,24.0,12.0,0.0,0.0,75000.0,0.0,0.0,75036.0
115,KIR,,,,,,,,,,
116,KNA,2022.0,Saint Kitts and Nevis,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0
117,KOR,2022.0,Rep. of Korea,3825.0,15952.0,0.0,0.0,241.0,0.0,0.0,20018.0
118,KWT,2022.0,Kuwait,684.0,960.0,0.0,0.0,92000.0,0.0,13.0,93657.0
119,LAO,,,,,,,,,,
120,LBN,2022.0,Lebanon,818861.0,7995.0,0.0,0.0,0.0,0.0,23596.0,850452.0
121,LBR,2022.0,Liberia,620.0,821.0,0.0,0.0,0.0,0.0,0.0,1441.0
122,LBY,2022.0,Libya,2208.0,42509.0,161613.0,0.0,0.0,0.0,0.0,206330.0
123,LCA,,,,,,,,,,
124,LIE,2022.0,Liechtenstein,524.0,6.0,0.0,0.0,0.0,0.0,0.0,530.0
125,LKA,2022.0,Sri Lanka,504.0,221.0,8540.0,0.0,36.0,0.0,0.0,9301.0
126,LSO,2022.0,Lesotho,251.0,288.0,0.0,0.0,0.0,0.0,6.0,545.0
127,LTU,2022.0,Lithuania,67638.0,491.0,0.0,0.0,2427.0,0.0,0.0,70556.0
128,LUX,2022.0,Luxembourg,11952.0,2615.0,0.0,0.0,196.0,0.0,80.0,14843.0
129,LVA,2022.0,Latvia,39055.0,249.0,0.0,0.0,187564.0,0.0,0.0,226868.0
130,MAC,,,,,,,,,,
131,MAF,,,,,,,,,,
132,MAR,2022.0,Morocco,7907.0,10159.0,0.0,0.0,0.0,0.0,0.0,18066.0
133,MCO,2022.0,Monaco,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
134,MDA,2022.0,Rep. of Moldova,105374.0,3620.0,0.0,0.0,3307.0,0.0,0.0,112301.0
135,MDG,2022.0,Madagascar,119.0,114.0,0.0,0.0,0.0,0.0,12.0,245.0
136,MDV,,,,,,,,,,
137,MEX,2022.0,Mexico,95579.0,210609.0,262411.0,53027.0,13.0,0.0,451532.0,1073171.0
138,MHL,,,,,,,,,,
139,MKD,2022.0,North Macedonia,635.0,19.0,0.0,0.0,453.0,0.0,6441.0,7548.0
140,MLI,2022.0,Mali,60637.0,880.0,379932.0,0.0,0.0,0.0,0.0,441449.0
141,MLT,2022.0,Malta,11098.0,2070.0,0.0,0.0,0.0,0.0,0.0,13168.0
142,MMR,2022.0,Myanmar,0.0,0.0,1504848.0,0.0,630000.0,0.0,0.0,2134848.0
143,MNE,2022.0,Montenegro,32438.0,167.0,0.0,0.0,503.0,0.0,476.0,33584.0
144,MNG,2022.0,Mongolia,10.0,0.0,0.0,0.0,17.0,0.0,6.0,33.0
145,MNP,,,,,,,,,,
146,MOZ,2022.0,Mozambique,4992.0,25919.0,1028743.0,0.0,0.0,0.0,580.0,1060234.0
147,MRT,2022.0,Mauritania,100981.0,5389.0,0.0,0.0,0.0,0.0,0.0,106370.0
148,MSR,,,,,,,,,,
149,MUS,,,,,,,,,,
150,MWI,2022.0,Malawi,35162.0,21263.0,0.0,0.0,0.0,0.0,135.0,56560.0
151,MYS,2022.0,Malaysia,134554.0,47433.0,0.0,0.0,115169.0,0.0,55961.0,353117.0
152,NAM,2022.0,Namibia,4685.0,2512.0,0.0,0.0,0.0,0.0,71.0,7268.0
153,NCL,,,,,,,,,,
154,NER,2022.0,Niger,255307.0,46705.0,376809.0,0.0,0.0,0.0,37591.0,716412.0
155,NFK,,,,,,,,,,
156,NGA,2022.0,Nigeria,91275.0,1623.0,3286881.0,0.0,0.0,0.0,0.0,3379779.0
157,NIC,2022.0,Nicaragua,312.0,124.0,0.0,0.0,0.0,0.0,578.0,1014.0
158,NIU,,,,,,,,,,
159,NLD,2022.0,Netherlands (Kingdom of the),218457.0,31594.0,0.0,0.0,4652.0,0.0,0.0,254703.0
160,NOR,2022.0,Norway,75311.0,3313.0,0.0,0.0,3980.0,0.0,0.0,82604.0
161,NPL,2022.0,Nepal,19560.0,154.0,0.0,0.0,452.0,0.0,558.0,20724.0
162,NRU,2022.0,Nauru,45.0,22.0,0.0,0.0,5.0,0.0,0.0,72.0
163,NZL,2022.0,New Zealand,1791.0,573.0,0.0,0.0,0.0,0.0,0.0,2364.0
164,OMN,2022.0,Oman,295.0,421.0,0.0,0.0,0.0,0.0,0.0,716.0
165,PAK,2022.0,Pakistan,1743785.0,38277.0,0.0,0.0,55.0,1224393.0,37795.0,3044305.0
166,PAN,2022.0,Panama,2576.0,8475.0,0.0,146696.0,0.0,96800.0,248284.0,502831.0
167,PCN,,,,,,,,,,
168,PER,2022.0,Peru,6543.0,537461.0,0.0,969817.0,0.0,617687.0,7419.0,2138927.0
169,PHL,2022.0,Philippines,856.0,780.0,98094.0,0.0,267.0,0.0,128183.0,228180.0
170,PLW,,,,,,,,,,
171,PNG,2022.0,Papua New Guinea,10524.0,3303.0,90634.0,0.0,0.0,0.0,0.0,104461.0
172,POL,2022.0,Poland,971129.0,3020.0,0.0,0.0,1446.0,0.0,1328.0,976923.0
173,PRI,,,,,,,,,,
174,PRK,,,,,,,,,,
175,PRT,2022.0,Portugal,59777.0,968.0,0.0,0.0,24.0,0.0,0.0,60769.0
176,PRY,2022.0,Paraguay,5420.0,1200.0,0.0,1004.0,0.0,2155.0,0.0,9779.0
177,PSE,,,,,,,,,,
178,PYF,,,,,,,,,,
179,QAT,2022.0,Qatar,197.0,140.0,0.0,0.0,1200.0,0.0,0.0,1537.0
180,ROU,2022.0,Romania,105621.0,1172.0,0.0,0.0,300.0,0.0,156.0,107249.0
181,RUS,2022.0,Russian Federation,1277672.0,1066.0,0.0,0.0,95195.0,0.0,0.0,1373933.0
182,RWA,2022.0,Rwanda,120753.0,478.0,0.0,0.0,9500.0,11972.0,6515.0,149218.0
183,SAU,2022.0,Saudi Arabia,454.0,3941.0,0.0,0.0,70000.0,0.0,0.0,74395.0
184,SDN,2022.0,Sudan,1097128.0,31830.0,3552717.0,0.0,0.0,0.0,3681.0,4685356.0
185,SEN,2022.0,Senegal,11802.0,260.0,0.0,0.0,0.0,0.0,0.0,12062.0
186,SGP,2022.0,Singapore,0.0,0.0,0.0,0.0,1109.0,0.0,0.0,1109.0
187,SGS,,,,,,,,,,
188,SHN,,,,,,,,,,
189,SLB,2022.0,Solomon Islands,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
190,SLE,2022.0,Sierra Leone,0.0,0.0,0.0,0.0,0.0,0.0,324.0,324.0
191,SLV,2022.0,El Salvador,104.0,54.0,71500.0,0.0,0.0,85061.0,6205.0,162924.0
192,SMR,,,,,,,,,,
193,SOM,2022.0,Somalia,16023.0,18578.0,2967500.0,0.0,0.0,0.0,175.0,3002276.0
194,SPM,,,,,,,,,,
195,SRB,2022.0,Serbia and Kosovo: S/RES/1244 (1999),26521.0,191.0,210308.0,0.0,2498.0,0.0,3533.0,243051.0
196,SSD,2022.0,South Sudan,308369.0,2137.0,1474679.0,0.0,10500.0,371594.0,393.0,2167672.0
197,STP,,,,,,,,,,
198,SUR,2022.0,Suriname,25.0,2546.0,0.0,0.0,0.0,0.0,5.0,2576.0
199,SVK,2022.0,Slovakia,96563.0,104.0,0.0,0.0,2935.0,0.0,0.0,99602.0
200,SVN,2022.0,Slovenia,8705.0,495.0,0.0,0.0,22.0,0.0,5.0,9227.0
201,SWE,2022.0,Sweden,277726.0,14469.0,0.0,0.0,42511.0,0.0,0.0,334706.0
202,SWZ,2022.0,Eswatini,1173.0,976.0,0.0,0.0,0.0,0.0,12.0,2161.0
203,SXM,2022.0,Sint Maarten (Dutch part),0.0,122.0,0.0,0.0,0.0,0.0,0.0,122.0
204,SYC,,,,,,,,,,
205,SYR,2022.0,Syrian Arab Rep.,13121.0,5538.0,6780994.0,0.0,160000.0,15209720.0,26980.0,22196353.0
206,TCA,2022.0,Turks and Caicos Islands,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
207,TCD,2022.0,Chad,592764.0,4953.0,381289.0,0.0,0.0,0.0,101551.0,1080557.0
208,TGO,2022.0,Togo,9300.0,576.0,0.0,0.0,0.0,0.0,0.0,9876.0
209,THA,2022.0,Thailand,94472.0,926.0,0.0,0.0,574219.0,0.0,321.0,669938.0
210,TJK,2022.0,Tajikistan,8608.0,1113.0,0.0,0.0,5391.0,0.0,0.0,15112.0
211,TKM,2022.0,Turkmenistan,14.0,0.0,0.0,0.0,4527.0,0.0,0.0,4541.0
212,TLS,,,,,,,,,,
213,TON,,,,,,,,,,
214,TTO,2022.0,Trinidad and Tobago,3424.0,20369.0,0.0,14178.0,0.0,5433.0,789.0,44193.0
215,TUN,2022.0,Tunisia,3299.0,5630.0,0.0,0.0,0.0,0.0,23.0,8952.0
216,TUR,2022.0,Türkiye,3568259.0,272336.0,0.0,0.0,439.0,0.0,0.0,3841034.0
217,TUV,,,,,,,,,,
218,TWN,,,,,,,,,,
219,TZA,2022.0,United Rep. of Tanzania,206229.0,28745.0,0.0,0.0,0.0,0.0,12222.0,247196.0
220,UGA,2022.0,Uganda,1463523.0,32166.0,0.0,0.0,67000.0,2581900.0,0.0,4144589.0
221,UKR,2022.0,Ukraine,2520.0,502.0,5914000.0,0.0,36233.0,0.0,497343.0,6450598.0
222,UMI,,,,,,,,,,
223,URY,2022.0,Uruguay,1115.0,16479.0,0.0,23023.0,5.0,9346.0,0.0,49968.0
224,USA,2022.0,United States of America,363059.0,1798792.0,0.0,0.0,0.0,0.0,0.0,2161851.0
225,UZB,2022.0,Uzbekistan,13026.0,0.0,0.0,0.0,27389.0,0.0,0.0,40415.0
226,VAT,,,,,,,,,,
227,VCT,2022.0,Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
228,VEN,2022.0,Venezuela (Bolivarian Republic of),29341.0,1045.0,0.0,0.0,0.0,0.0,3206577.0,3236963.0
229,VGB,,,,,,,,,,
230,VIR,,,,,,,,,,
231,VNM,2022.0,Viet Nam,0.0,0.0,0.0,0.0,26811.0,0.0,0.0,26811.0
232,VUT,,,,,,,,,,
233,WLF,,,,,,,,,,
234,WSM,,,,,,,,,,
235,YEM,2022.0,Yemen,77458.0,13225.0,4523022.0,0.0,0.0,0.0,15.0,4613720.0
236,ZAF,2022.0,South Africa,66596.0,84316.0,0.0,0.0,0.0,0.0,0.0,150912.0
237,ZMB,2022.0,Zambia,61159.0,2774.0,0.0,0.0,0.0,0.0,17157.0,81090.0
238,ZWE,2022.0,Zimbabwe,10475.0,11670.0,0.0,0.0,0.0,0.0,918.0,23063.0
