,ISO_A3,Year,Origin,Refugees,Asylum-seekers,IDPs,Others in need,Stateless,Host Community,Others of concern,Displaced
57,DJI,2020.0,Djibouti,2419.0,883.0,0.0,0.0,0.0,1301.0,0.0,4603.0
58,DMA,2020.0,Dominica,55.0,74.0,0.0,0.0,0.0,0.0,0.0,129.0
59,DNK,2020.0,Denmark,5.0,17.0,0.0,0.0,0.0,0.0,0.0,22.0
60,DOM,2020.0,Dominican Rep.,550.0,4244.0,0.0,0.0,0.0,0.0,0.0,4794.0
61,DZA,2020.0,Algeria,4571.0,7779.0,0.0,0.0,0.0,0.0,96.0,12446.0
62,ECU,2020.0,Ecuador,1689.0,22090.0,0.0,0.0,0.0,0.0,0.0,23779.0
63,EGY,2020.0,Egypt,26553.0,16313.0,0.0,0.0,0.0,0.0,88.0,42954.0
64,ERI,2020.0,Eritrea,524738.0,72942.0,0.0,0.0,0.0,0.0,9703.0,607383.0
65,ESH,2020.0,Western Sahara,116925.0,1038.0,0.0,0.0,0.0,0.0,5.0,117968.0
66,ESP,2020.0,Spain,52.0,294.0,0.0,0.0,0.0,0.0,0.0,346.0
67,EST,2020.0,Estonia,277.0,43.0,0.0,0.0,0.0,0.0,0.0,320.0
68,ETH,2020.0,Ethiopia,151426.0,125072.0,2733628.0,0.0,0.0,0.0,3925.0,3014051.0
69,FIN,,,,,,,,,,
70,FJI,2020.0,Fiji,516.0,2683.0,0.0,0.0,0.0,0.0,0.0,3199.0
71,FLK,,,,,,,,,,
72,FRA,2020.0,France,49.0,175.0,0.0,0.0,0.0,0.0,0.0,224.0
73,FRO,,,,,,,,,,
74,FSM,,,,,,,,,,
75,GAB,2020.0,Gabon,454.0,1115.0,0.0,0.0,0.0,0.0,0.0,1569.0
76,GBR,2020.0,United Kingdom of Great Britain and Northern Ireland,62.0,200.0,0.0,0.0,0.0,0.0,0.0,262.0
77,GEO,2020.0,Georgia,7346.0,15408.0,288538.0,0.0,0.0,0.0,0.0,311292.0
78,GGY,,,,,,,,,,
79,GHA,2020.0,Ghana,13844.0,10092.0,0.0,0.0,0.0,0.0,5.0,23941.0
80,GIB,,,,,,,,,,
81,GIN,2020.0,Guinea,26792.0,31566.0,0.0,0.0,0.0,0.0,0.0,58358.0
82,GMB,2020.0,Gambia,10579.0,7091.0,0.0,0.0,0.0,0.0,0.0,17670.0
83,GNB,2020.0,Guinea-Bissau,1638.0,2713.0,0.0,0.0,0.0,0.0,0.0,4351.0
84,GNQ,2020.0,Equatorial Guinea,145.0,193.0,0.0,0.0,0.0,0.0,0.0,338.0
85,GRC,2020.0,Greece,90.0,122.0,0.0,0.0,0.0,0.0,0.0,212.0
86,GRD,2020.0,Grenada,70.0,81.0,0.0,0.0,0.0,0.0,0.0,151.0
87,GRL,,,,,,,,,,
88,GTM,2020.0,Guatemala,24544.0,146111.0,0.0,0.0,0.0,0.0,27264.0,197919.0
89,GUM,,,,,,,,,,
90,GUY,2020.0,Guyana,267.0,708.0,0.0,0.0,0.0,0.0,0.0,975.0
91,HKG,2020.0,"China, Hong Kong SAR",15.0,487.0,0.0,0.0,0.0,0.0,0.0,502.0
92,HMD,,,,,,,,,,
93,HND,2020.0,Honduras,34456.0,148935.0,247090.0,0.0,0.0,0.0,115567.0,546048.0
94,HRV,2020.0,Croatia,23451.0,58.0,0.0,0.0,0.0,0.0,3301.0,26810.0
95,HTI,2020.0,Haiti,25649.0,80225.0,0.0,0.0,0.0,0.0,130.0,106004.0
96,HUN,2020.0,Hungary,4617.0,602.0,0.0,0.0,0.0,0.0,0.0,5219.0
97,IDN,2020.0,Indonesia,13029.0,4940.0,0.0,0.0,0.0,0.0,170.0,18139.0
98,IMN,,,,,,,,,,
99,IND,2020.0,India,12398.0,69959.0,0.0,0.0,0.0,0.0,269.0,82626.0
100,IOT,,,,,,,,,,
101,IRL,2020.0,Ireland,0.0,94.0,0.0,0.0,0.0,0.0,0.0,94.0
102,IRN,2020.0,Iran (Islamic Rep. of),135018.0,77229.0,0.0,0.0,0.0,0.0,532.0,212779.0
103,IRQ,2020.0,Iraq,333200.0,272567.0,1224108.0,0.0,0.0,0.0,31258.0,1861133.0
104,ISL,2020.0,Iceland,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
105,ISR,2020.0,Israel,373.0,663.0,0.0,0.0,0.0,0.0,0.0,1036.0
106,ITA,2020.0,Italy,62.0,471.0,0.0,0.0,0.0,0.0,0.0,533.0
107,JAM,2020.0,Jamaica,2526.0,1902.0,0.0,0.0,0.0,0.0,0.0,4428.0
108,JEY,,,,,,,,,,
109,JOR,2020.0,Jordan,2486.0,4984.0,0.0,0.0,0.0,0.0,836.0,8306.0
110,JPN,2020.0,Japan,40.0,121.0,0.0,0.0,0.0,0.0,0.0,161.0
111,KAZ,2020.0,Kazakhstan,2741.0,5978.0,0.0,0.0,0.0,0.0,0.0,8719.0
112,KEN,2020.0,Kenya,7422.0,8959.0,0.0,0.0,0.0,44000.0,0.0,60381.0
113,KGZ,2020.0,Kyrgyzstan,2883.0,2695.0,0.0,0.0,0.0,0.0,0.0,5578.0
114,KHM,2020.0,Cambodia,11862.0,916.0,0.0,0.0,0.0,0.0,0.0,12778.0
115,KIR,,,,,,,,,,
116,KNA,2020.0,Saint Kitts and Nevis,54.0,18.0,0.0,0.0,0.0,0.0,0.0,72.0
117,KOR,2020.0,Rep. of Korea,146.0,723.0,0.0,0.0,0.0,0.0,0.0,869.0
118,KWT,2020.0,Kuwait,1422.0,1415.0,0.0,0.0,0.0,0.0,15.0,2852.0
119,LAO,2020.0,Lao People's Dem. Rep.,6665.0,463.0,0.0,0.0,0.0,0.0,0.0,7128.0
120,LBN,2020.0,Lebanon,5495.0,7964.0,0.0,0.0,0.0,0.0,4746.0,18205.0
121,LBR,2020.0,Liberia,5195.0,3073.0,0.0,0.0,0.0,0.0,19.0,8287.0
122,LBY,2020.0,Libya,17523.0,5440.0,278177.0,0.0,0.0,0.0,83.0,301223.0
123,LCA,2020.0,Saint Lucia,726.0,83.0,0.0,0.0,0.0,0.0,0.0,809.0
124,LIE,2020.0,Liechtenstein,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0
125,LKA,2020.0,Sri Lanka,142664.0,15061.0,25013.0,0.0,0.0,0.0,0.0,182738.0
126,LSO,2020.0,Lesotho,6.0,38.0,0.0,0.0,0.0,0.0,0.0,44.0
127,LTU,2020.0,Lithuania,58.0,78.0,0.0,0.0,0.0,0.0,0.0,136.0
128,LUX,2020.0,Luxembourg,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
129,LVA,2020.0,Latvia,143.0,92.0,0.0,0.0,0.0,0.0,0.0,235.0
130,MAC,2020.0,"China, Macao SAR",0.0,44.0,0.0,0.0,0.0,0.0,0.0,44.0
131,MAF,,,,,,,,,,
132,MAR,2020.0,Morocco,4467.0,8239.0,0.0,0.0,0.0,0.0,402.0,13108.0
133,MCO,,,,,,,,,,
134,MDA,2020.0,Rep. of Moldova,2206.0,5510.0,0.0,0.0,0.0,0.0,0.0,7716.0
135,MDG,2020.0,Madagascar,268.0,338.0,0.0,0.0,0.0,0.0,0.0,606.0
136,MDV,2020.0,Maldives,78.0,23.0,0.0,0.0,0.0,0.0,0.0,101.0
137,MEX,2020.0,Mexico,15398.0,111728.0,0.0,0.0,0.0,0.0,0.0,127126.0
138,MHL,2020.0,Marshall Islands,7.0,50.0,0.0,0.0,0.0,0.0,0.0,57.0
139,MKD,2020.0,North Macedonia,1576.0,1715.0,0.0,0.0,0.0,0.0,10.0,3301.0
140,MLI,2020.0,Mali,164588.0,11131.0,332957.0,0.0,0.0,0.0,5.0,508681.0
141,MLT,2020.0,Malta,5.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0
142,MMR,2020.0,Myanmar,1103245.0,40207.0,370320.0,0.0,0.0,0.0,151.0,1513923.0
143,MNE,2020.0,Montenegro,530.0,634.0,0.0,0.0,0.0,0.0,0.0,1164.0
144,MNG,2020.0,Mongolia,2277.0,4127.0,0.0,0.0,0.0,0.0,8.0,6412.0
145,MNP,,,,,,,,,,
146,MOZ,2020.0,Mozambique,81.0,8674.0,668038.0,0.0,0.0,0.0,0.0,676793.0
147,MRT,2020.0,Mauritania,37931.0,9252.0,0.0,0.0,0.0,0.0,0.0,47183.0
148,MSR,,,,,,,,,,
149,MUS,2020.0,Mauritius,176.0,338.0,0.0,0.0,0.0,0.0,0.0,514.0
150,MWI,2020.0,Malawi,514.0,2168.0,0.0,0.0,0.0,0.0,0.0,2682.0
151,MYS,2020.0,Malaysia,1058.0,21474.0,0.0,0.0,0.0,0.0,0.0,22532.0
152,NAM,2020.0,Namibia,457.0,841.0,0.0,0.0,0.0,0.0,0.0,1298.0
153,NCL,,,,,,,,,,
154,NER,2020.0,Niger,18853.0,4105.0,298458.0,0.0,0.0,0.0,34324.0,355740.0
155,NFK,,,,,,,,,,
156,NGA,2020.0,Nigeria,352960.0,73233.0,2610278.0,0.0,0.0,0.0,8.0,3036479.0
157,NIC,2020.0,Nicaragua,8701.0,62085.0,0.0,0.0,0.0,0.0,1665.0,72451.0
158,NIU,2020.0,Niue,18.0,7.0,0.0,0.0,0.0,0.0,0.0,25.0
159,NLD,2020.0,Netherlands (Kingdom of the),51.0,83.0,0.0,0.0,0.0,0.0,0.0,134.0
160,NOR,2020.0,Norway,5.0,15.0,0.0,0.0,0.0,0.0,0.0,20.0
161,NPL,2020.0,Nepal,7483.0,10309.0,0.0,0.0,0.0,0.0,396.0,18188.0
162,NRU,2020.0,Nauru,5.0,16.0,0.0,0.0,0.0,0.0,0.0,21.0
163,NZL,2020.0,New Zealand,35.0,32.0,0.0,0.0,0.0,0.0,0.0,67.0
164,OMN,2020.0,Oman,47.0,70.0,0.0,0.0,0.0,0.0,974.0,1091.0
165,PAK,2020.0,Pakistan,133280.0,61429.0,98898.0,0.0,0.0,0.0,2735.0,296342.0
166,PAN,2020.0,Panama,70.0,315.0,0.0,0.0,0.0,0.0,0.0,385.0
167,PCN,,,,,,,,,,
168,PER,2020.0,Peru,2834.0,10583.0,0.0,0.0,0.0,500353.0,0.0,513770.0
169,PHL,2020.0,Philippines,469.0,4989.0,150368.0,0.0,0.0,0.0,129467.0,285293.0
170,PLW,,,,,,,,,,
171,PNG,2020.0,Papua New Guinea,510.0,650.0,14000.0,0.0,0.0,0.0,0.0,15160.0
172,POL,2020.0,Poland,910.0,1052.0,0.0,0.0,0.0,0.0,0.0,1962.0
173,PRI,,,,,,,,,,
174,PRK,2020.0,Dem. People's Rep. of Korea,689.0,88.0,0.0,0.0,0.0,0.0,0.0,777.0
175,PRT,2020.0,Portugal,27.0,360.0,0.0,0.0,0.0,0.0,0.0,387.0
176,PRY,2020.0,Paraguay,119.0,868.0,0.0,0.0,0.0,0.0,0.0,987.0
177,PSE,2020.0,Palestinian,100153.0,12456.0,0.0,0.0,0.0,0.0,969.0,113578.0
178,PYF,,,,,,,,,,
179,QAT,2020.0,Qatar,33.0,38.0,0.0,0.0,0.0,0.0,0.0,71.0
180,ROU,2020.0,Romania,1343.0,3720.0,0.0,0.0,0.0,0.0,0.0,5063.0
181,RUS,2020.0,Russian Federation,52742.0,44399.0,0.0,0.0,0.0,0.0,0.0,97141.0
182,RWA,2020.0,Rwanda,245781.0,16648.0,0.0,0.0,0.0,8165.0,15611.0,286205.0
183,SAU,2020.0,Saudi Arabia,2003.0,1249.0,0.0,0.0,0.0,0.0,26.0,3278.0
184,SDN,2020.0,Sudan,787823.0,70049.0,2552174.0,0.0,0.0,0.0,158.0,3410204.0
185,SEN,2020.0,Senegal,13986.0,15786.0,0.0,0.0,0.0,0.0,0.0,29772.0
186,SGP,2020.0,Singapore,37.0,74.0,0.0,0.0,0.0,0.0,0.0,111.0
187,SGS,,,,,,,,,,
188,SHN,,,,,,,,,,
189,SLB,2020.0,Solomon Islands,37.0,267.0,0.0,0.0,0.0,0.0,0.0,304.0
190,SLE,2020.0,Sierra Leone,5734.0,8384.0,0.0,0.0,0.0,0.0,0.0,14118.0
191,SLV,2020.0,El Salvador,45640.0,149542.0,71500.0,0.0,0.0,0.0,20226.0,286908.0
192,SMR,,,,,,,,,,
193,SOM,2020.0,Somalia,812356.0,53824.0,2967500.0,0.0,0.0,0.0,34.0,3833714.0
194,SPM,,,,,,,,,,
195,SRB,2020.0,Serbia and Kosovo: S/RES/1244 (1999),29976.0,7105.0,213018.0,0.0,0.0,0.0,139.0,250238.0
196,SSD,2020.0,South Sudan,2188785.0,4858.0,1600254.0,0.0,0.0,250000.0,56.0,4043953.0
197,STP,2020.0,Sao Tome and Principe,28.0,23.0,0.0,0.0,0.0,0.0,0.0,51.0
198,SUR,2020.0,Suriname,17.0,146.0,0.0,0.0,0.0,0.0,0.0,163.0
199,SVK,2020.0,Slovakia,1368.0,209.0,0.0,0.0,0.0,0.0,0.0,1577.0
200,SVN,2020.0,Slovenia,17.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0
201,SWE,2020.0,Sweden,8.0,35.0,0.0,0.0,0.0,0.0,0.0,43.0
202,SWZ,2020.0,Eswatini,198.0,81.0,0.0,0.0,0.0,0.0,0.0,279.0
203,SXM,,,,,,,,,,
204,SYC,2020.0,Seychelles,10.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0
205,SYR,2020.0,Syrian Arab Rep.,6702910.0,107085.0,6701972.0,0.0,0.0,0.0,7821.0,13519788.0
206,TCA,2020.0,Turks and Caicos Islands,14.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0
207,TCD,2020.0,Chad,10388.0,6224.0,336124.0,0.0,0.0,0.0,99842.0,452578.0
208,TGO,2020.0,Togo,7704.0,3330.0,0.0,0.0,0.0,0.0,0.0,11034.0
209,THA,2020.0,Thailand,174.0,3760.0,0.0,0.0,0.0,0.0,0.0,3934.0
210,TJK,2020.0,Tajikistan,2219.0,2459.0,0.0,0.0,0.0,0.0,0.0,4678.0
211,TKM,2020.0,Turkmenistan,498.0,585.0,0.0,0.0,0.0,0.0,0.0,1083.0
212,TLS,2020.0,Timor-Leste,11.0,324.0,0.0,0.0,0.0,0.0,0.0,335.0
213,TON,2020.0,Tonga,31.0,731.0,0.0,0.0,0.0,0.0,0.0,762.0
214,TTO,2020.0,Trinidad and Tobago,295.0,414.0,0.0,0.0,0.0,0.0,393.0,1102.0
215,TUN,2020.0,Tunisia,1636.0,2829.0,0.0,0.0,0.0,0.0,11.0,4476.0
216,TUR,2020.0,Türkiye,93730.0,44517.0,0.0,0.0,0.0,0.0,27.0,138274.0
217,TUV,,,,,,,,,,
218,TWN,,,,,,,,,,
219,TZA,2020.0,United Rep. of Tanzania,689.0,1900.0,0.0,0.0,0.0,0.0,35.0,2624.0
220,UGA,2020.0,Uganda,7442.0,11742.0,0.0,0.0,0.0,2351313.0,7.0,2370504.0
221,UKR,2020.0,Ukraine,35156.0,21426.0,734000.0,0.0,0.0,0.0,1620005.0,2410587.0
222,UMI,,,,,,,,,,
223,URY,2020.0,Uruguay,15.0,435.0,0.0,0.0,0.0,0.0,0.0,450.0
224,USA,2020.0,United States of America,349.0,2491.0,0.0,0.0,0.0,0.0,7.0,2847.0
225,UZB,2020.0,Uzbekistan,3112.0,5171.0,0.0,0.0,0.0,0.0,0.0,8283.0
226,VAT,2020.0,Holy See,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0
227,VCT,2020.0,Saint Vincent and the Grenadines,742.0,38.0,0.0,0.0,0.0,0.0,0.0,780.0
228,VEN,2020.0,Venezuela (Bolivarian Republic of),171112.0,851265.0,0.0,3862102.0,0.0,0.0,1112517.0,5996996.0
229,VGB,,,,,,,,,,
230,VIR,,,,,,,,,,
231,VNM,2020.0,Viet Nam,316728.0,9440.0,0.0,0.0,0.0,0.0,68.0,326236.0
232,VUT,2020.0,Vanuatu,0.0,158.0,0.0,0.0,0.0,0.0,0.0,158.0
233,WLF,,,,,,,,,,
234,WSM,2020.0,Samoa,0.0,133.0,0.0,0.0,0.0,0.0,0.0,133.0
235,YEM,2020.0,Yemen,32433.0,34870.0,4002012.0,0.0,0.0,0.0,28.0,4069343.0
236,ZAF,2020.0,South Africa,474.0,3230.0,0.0,0.0,0.0,0.0,6.0,3710.0
237,ZMB,2020.0,Zambia,252.0,475.0,0.0,0.0,0.0,0.0,5.0,732.0
238,ZWE,2020.0,Zimbabwe,8575.0,14614.0,0.0,0.0,0.0,0.0,132.0,23321.0
