,ISO_A3,Year,Origin,Refugees,Asylum-seekers,IDPs,Others in need,Stateless,Host Community,Others of concern,Displaced
59,DNK,2019.0,Denmark,5.0,37.0,0.0,0.0,0.0,0.0,0.0,42.0
60,DOM,2019.0,Dominican Rep.,546.0,4038.0,0.0,0.0,0.0,0.0,0.0,4584.0
61,DZA,2019.0,Algeria,4514.0,7703.0,0.0,0.0,0.0,0.0,107.0,12324.0
62,ECU,2019.0,Ecuador,1644.0,19340.0,0.0,0.0,0.0,0.0,0.0,20984.0
63,EGY,2019.0,Egypt,27416.0,16627.0,0.0,0.0,0.0,0.0,349.0,44392.0
64,ERI,2019.0,Eritrea,504300.0,72164.0,0.0,0.0,0.0,0.0,134.0,576598.0
65,ESH,2019.0,Western Sahara,116908.0,955.0,0.0,0.0,0.0,0.0,5.0,117868.0
66,ESP,2019.0,Spain,51.0,276.0,0.0,0.0,0.0,0.0,0.0,327.0
67,EST,2019.0,Estonia,274.0,55.0,0.0,0.0,0.0,0.0,0.0,329.0
68,ETH,2019.0,Ethiopia,93467.0,135267.0,1733628.0,0.0,0.0,0.0,3881.0,1966243.0
69,FIN,2019.0,Finland,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0
70,FJI,2019.0,Fiji,591.0,2343.0,0.0,0.0,0.0,0.0,0.0,2934.0
71,FLK,,,,,,,,,,
72,FRA,2019.0,France,50.0,268.0,0.0,0.0,0.0,0.0,0.0,318.0
73,FRO,,,,,,,,,,
74,FSM,,,,,,,,,,
75,GAB,2019.0,Gabon,440.0,893.0,0.0,0.0,0.0,0.0,0.0,1333.0
76,GBR,2019.0,United Kingdom of Great Britain and Northern Ireland,69.0,227.0,0.0,0.0,0.0,0.0,0.0,296.0
77,GEO,2019.0,Georgia,7519.0,19734.0,286216.0,0.0,0.0,0.0,0.0,313469.0
78,GGY,,,,,,,,,,
79,GHA,2019.0,Ghana,18432.0,10551.0,0.0,0.0,0.0,0.0,0.0,28983.0
80,GIB,,,,,,,,,,
81,GIN,2019.0,Guinea,26857.0,30409.0,0.0,0.0,0.0,0.0,0.0,57266.0
82,GMB,2019.0,Gambia,17813.0,9161.0,0.0,0.0,0.0,0.0,0.0,26974.0
83,GNB,2019.0,Guinea-Bissau,2093.0,2665.0,0.0,0.0,0.0,0.0,0.0,4758.0
84,GNQ,2019.0,Equatorial Guinea,156.0,166.0,0.0,0.0,0.0,0.0,0.0,322.0
85,GRC,2019.0,Greece,95.0,133.0,0.0,0.0,0.0,0.0,0.0,228.0
86,GRD,2019.0,Grenada,80.0,89.0,0.0,0.0,0.0,0.0,0.0,169.0
87,GRL,,,,,,,,,,
88,GTM,2019.0,Guatemala,22770.0,119521.0,0.0,0.0,0.0,0.0,47836.0,190127.0
89,GUM,,,,,,,,,,
90,GUY,2019.0,Guyana,284.0,676.0,0.0,0.0,0.0,0.0,0.0,960.0
91,HKG,2019.0,"China, Hong Kong SAR",5.0,222.0,0.0,0.0,0.0,0.0,0.0,227.0
92,HMD,,,,,,,,,,
93,HND,2019.0,Honduras,26351.0,122480.0,247090.0,0.0,0.0,0.0,72837.0,468758.0
94,HRV,2019.0,Croatia,23793.0,65.0,0.0,0.0,0.0,0.0,3754.0,27612.0
95,HTI,2019.0,Haiti,26734.0,65684.0,0.0,0.0,0.0,0.0,0.0,92418.0
96,HUN,2019.0,Hungary,4007.0,671.0,0.0,0.0,0.0,0.0,5.0,4683.0
97,IDN,2019.0,Indonesia,12039.0,4323.0,0.0,0.0,0.0,0.0,0.0,16362.0
98,IMN,,,,,,,,,,
99,IND,2019.0,India,11787.0,65965.0,0.0,0.0,0.0,0.0,294.0,78046.0
100,IOT,,,,,,,,,,
101,IRL,2019.0,Ireland,0.0,90.0,0.0,0.0,0.0,0.0,0.0,90.0
102,IRN,2019.0,Iran (Islamic Rep. of),128998.0,86093.0,0.0,0.0,0.0,0.0,405.0,215496.0
103,IRQ,2019.0,Iraq,336274.0,302731.0,1414632.0,0.0,0.0,0.0,31760.0,2085397.0
104,ISL,2019.0,Iceland,5.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0
105,ISR,2019.0,Israel,452.0,690.0,0.0,0.0,0.0,0.0,0.0,1142.0
106,ITA,2019.0,Italy,76.0,431.0,0.0,0.0,0.0,0.0,0.0,507.0
107,JAM,2019.0,Jamaica,2529.0,1798.0,0.0,0.0,0.0,0.0,0.0,4327.0
108,JEY,,,,,,,,,,
109,JOR,2019.0,Jordan,2308.0,4722.0,0.0,0.0,0.0,0.0,1954.0,8984.0
110,JPN,2019.0,Japan,39.0,111.0,0.0,0.0,0.0,0.0,0.0,150.0
111,KAZ,2019.0,Kazakhstan,2757.0,6982.0,0.0,0.0,0.0,0.0,0.0,9739.0
112,KEN,2019.0,Kenya,7705.0,7879.0,0.0,0.0,0.0,0.0,5.0,15589.0
113,KGZ,2019.0,Kyrgyzstan,2963.0,2593.0,0.0,0.0,0.0,0.0,0.0,5556.0
114,KHM,2019.0,Cambodia,11986.0,846.0,0.0,0.0,0.0,0.0,0.0,12832.0
115,KIR,,,,,,,,,,
116,KNA,2019.0,Saint Kitts and Nevis,57.0,17.0,0.0,0.0,0.0,0.0,0.0,74.0
117,KOR,2019.0,Rep. of Korea,180.0,643.0,0.0,0.0,0.0,0.0,0.0,823.0
118,KWT,2019.0,Kuwait,1300.0,1402.0,0.0,0.0,0.0,0.0,10.0,2712.0
119,LAO,2019.0,Lao People's Dem. Rep.,6757.0,390.0,0.0,0.0,0.0,0.0,0.0,7147.0
120,LBN,2019.0,Lebanon,5647.0,8032.0,0.0,0.0,0.0,0.0,5030.0,18709.0
121,LBR,2019.0,Liberia,5365.0,2953.0,0.0,0.0,0.0,0.0,33.0,8351.0
122,LBY,2019.0,Libya,16033.0,5986.0,355672.0,0.0,0.0,0.0,42.0,377733.0
123,LCA,2019.0,Saint Lucia,843.0,74.0,0.0,0.0,0.0,0.0,0.0,917.0
124,LIE,2019.0,Liechtenstein,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0
125,LKA,2019.0,Sri Lanka,110341.0,16062.0,25110.0,0.0,0.0,0.0,10.0,151523.0
126,LSO,2019.0,Lesotho,6.0,49.0,0.0,0.0,0.0,0.0,0.0,55.0
127,LTU,2019.0,Lithuania,61.0,76.0,0.0,0.0,0.0,0.0,0.0,137.0
128,LUX,2019.0,Luxembourg,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
129,LVA,2019.0,Latvia,144.0,98.0,0.0,0.0,0.0,0.0,0.0,242.0
130,MAC,2019.0,"China, Macao SAR",0.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0
131,MAF,,,,,,,,,,
132,MAR,2019.0,Morocco,4642.0,8322.0,0.0,0.0,0.0,0.0,260.0,13224.0
133,MCO,2019.0,Monaco,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
134,MDA,2019.0,Rep. of Moldova,2427.0,5653.0,0.0,0.0,0.0,0.0,0.0,8080.0
135,MDG,2019.0,Madagascar,298.0,264.0,0.0,0.0,0.0,0.0,0.0,562.0
136,MDV,2019.0,Maldives,75.0,11.0,0.0,0.0,0.0,0.0,0.0,86.0
137,MEX,2019.0,Mexico,14621.0,101654.0,0.0,0.0,0.0,0.0,0.0,116275.0
138,MHL,2019.0,Marshall Islands,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
139,MKD,2019.0,North Macedonia,1784.0,2526.0,0.0,0.0,0.0,0.0,0.0,4310.0
140,MLI,2019.0,Mali,164466.0,8582.0,207751.0,0.0,0.0,0.0,5.0,380804.0
141,MLT,2019.0,Malta,5.0,15.0,0.0,0.0,0.0,0.0,0.0,20.0
142,MMR,2019.0,Myanmar,1076826.0,37457.0,312018.0,0.0,0.0,0.0,119.0,1426420.0
143,MNE,2019.0,Montenegro,659.0,606.0,0.0,0.0,0.0,0.0,0.0,1265.0
144,MNG,2019.0,Mongolia,2364.0,4057.0,0.0,0.0,0.0,0.0,10.0,6431.0
145,MNP,,,,,,,,,,
146,MOZ,2019.0,Mozambique,77.0,8734.0,180516.0,0.0,0.0,0.0,0.0,189327.0
147,MRT,2019.0,Mauritania,37423.0,8580.0,0.0,0.0,0.0,0.0,0.0,46003.0
148,MSR,,,,,,,,,,
149,MUS,2019.0,Mauritius,178.0,304.0,0.0,0.0,0.0,0.0,0.0,482.0
150,MWI,2019.0,Malawi,514.0,2570.0,0.0,0.0,0.0,0.0,0.0,3084.0
151,MYS,2019.0,Malaysia,906.0,21259.0,0.0,0.0,0.0,0.0,0.0,22165.0
152,NAM,2019.0,Namibia,459.0,756.0,0.0,0.0,0.0,0.0,0.0,1215.0
153,NCL,,,,,,,,,,
154,NER,2019.0,Niger,3063.0,2420.0,191902.0,0.0,0.0,0.0,29882.0,227267.0
155,NFK,,,,,,,,,,
156,NGA,2019.0,Nigeria,295578.0,112382.0,2195779.0,0.0,0.0,0.0,7.0,2603746.0
157,NIC,2019.0,Nicaragua,4376.0,66869.0,0.0,0.0,0.0,0.0,224.0,71469.0
158,NIU,2019.0,Niue,19.0,6.0,0.0,0.0,0.0,0.0,0.0,25.0
159,NLD,2019.0,Netherlands (Kingdom of the),55.0,102.0,0.0,0.0,0.0,0.0,0.0,157.0
160,NOR,2019.0,Norway,5.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0
161,NPL,2019.0,Nepal,8034.0,9940.0,0.0,0.0,0.0,0.0,345.0,18319.0
162,NRU,2019.0,Nauru,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0
163,NZL,2019.0,New Zealand,34.0,27.0,0.0,0.0,0.0,0.0,0.0,61.0
164,OMN,2019.0,Oman,42.0,59.0,0.0,0.0,0.0,0.0,974.0,1075.0
165,PAK,2019.0,Pakistan,136902.0,66245.0,100680.0,0.0,0.0,0.0,2871.0,306698.0
166,PAN,2019.0,Panama,45.0,240.0,0.0,0.0,0.0,0.0,0.0,285.0
167,PCN,,,,,,,,,,
168,PER,2019.0,Peru,2765.0,8669.0,0.0,0.0,0.0,0.0,0.0,11434.0
169,PHL,2019.0,Philippines,554.0,4732.0,178897.0,0.0,0.0,0.0,55029.0,239212.0
170,PLW,,,,,,,,,,
171,PNG,2019.0,Papua New Guinea,475.0,549.0,0.0,0.0,0.0,0.0,0.0,1024.0
172,POL,2019.0,Poland,961.0,1016.0,0.0,0.0,0.0,0.0,0.0,1977.0
173,PRI,,,,,,,,,,
174,PRK,2019.0,Dem. People's Rep. of Korea,758.0,112.0,0.0,0.0,0.0,0.0,0.0,870.0
175,PRT,2019.0,Portugal,25.0,338.0,0.0,0.0,0.0,0.0,0.0,363.0
176,PRY,2019.0,Paraguay,84.0,632.0,0.0,0.0,0.0,0.0,0.0,716.0
177,PSE,2019.0,Palestinian,96253.0,11537.0,0.0,0.0,0.0,0.0,1104.0,108894.0
178,PYF,,,,,,,,,,
179,QAT,2019.0,Qatar,36.0,36.0,0.0,0.0,0.0,0.0,0.0,72.0
180,ROU,2019.0,Romania,1352.0,3910.0,0.0,0.0,0.0,0.0,0.0,5262.0
181,RUS,2019.0,Russian Federation,62353.0,48282.0,0.0,0.0,0.0,0.0,0.0,110635.0
182,RWA,2019.0,Rwanda,246407.0,15726.0,0.0,0.0,0.0,0.0,15566.0,277699.0
183,SAU,2019.0,Saudi Arabia,1721.0,1410.0,0.0,0.0,0.0,0.0,26.0,3157.0
184,SDN,2019.0,Sudan,734780.0,72017.0,1885782.0,0.0,0.0,0.0,7.0,2692586.0
185,SEN,2019.0,Senegal,17208.0,15331.0,0.0,0.0,0.0,0.0,0.0,32539.0
186,SGP,2019.0,Singapore,39.0,88.0,0.0,0.0,0.0,0.0,0.0,127.0
187,SGS,,,,,,,,,,
188,SHN,,,,,,,,,,
189,SLB,2019.0,Solomon Islands,34.0,227.0,0.0,0.0,0.0,0.0,0.0,261.0
190,SLE,2019.0,Sierra Leone,5288.0,7272.0,0.0,0.0,0.0,0.0,0.0,12560.0
191,SLV,2019.0,El Salvador,41816.0,136277.0,71500.0,0.0,0.0,0.0,33192.0,282785.0
192,SMR,,,,,,,,,,
193,SOM,2019.0,Somalia,901596.0,53083.0,2648000.0,0.0,0.0,0.0,160.0,3602839.0
194,SPM,,,,,,,,,,
195,SRB,2019.0,Serbia and Kosovo: S/RES/1244 (1999),31251.0,7463.0,214696.0,0.0,0.0,0.0,0.0,253410.0
196,SSD,2019.0,South Sudan,2234805.0,5616.0,1665815.0,0.0,0.0,0.0,10000.0,3916236.0
197,STP,2019.0,Sao Tome and Principe,28.0,29.0,0.0,0.0,0.0,0.0,0.0,57.0
198,SUR,2019.0,Suriname,17.0,72.0,0.0,0.0,0.0,0.0,0.0,89.0
199,SVK,2019.0,Slovakia,1343.0,231.0,0.0,0.0,0.0,0.0,0.0,1574.0
200,SVN,2019.0,Slovenia,19.0,15.0,0.0,0.0,0.0,0.0,0.0,34.0
201,SWE,2019.0,Sweden,13.0,35.0,0.0,0.0,0.0,0.0,0.0,48.0
202,SWZ,2019.0,Eswatini,224.0,97.0,0.0,0.0,0.0,0.0,0.0,321.0
203,SXM,,,,,,,,,,
204,SYC,2019.0,Seychelles,15.0,6.0,0.0,0.0,0.0,0.0,0.0,21.0
205,SYR,2019.0,Syrian Arab Rep.,6615249.0,118450.0,6146994.0,0.0,0.0,0.0,7612.0,12888305.0
206,TCA,2019.0,Turks and Caicos Islands,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
207,TCD,2019.0,Chad,11163.0,5335.0,170278.0,0.0,0.0,0.0,122367.0,309143.0
208,TGO,2019.0,Togo,8034.0,3380.0,0.0,0.0,0.0,0.0,0.0,11414.0
209,THA,2019.0,Thailand,173.0,3531.0,0.0,0.0,0.0,0.0,0.0,3704.0
210,TJK,2019.0,Tajikistan,1987.0,2661.0,0.0,0.0,0.0,0.0,0.0,4648.0
211,TKM,2019.0,Turkmenistan,478.0,576.0,0.0,0.0,0.0,0.0,0.0,1054.0
212,TLS,2019.0,Timor-Leste,17.0,41.0,0.0,0.0,0.0,0.0,0.0,58.0
213,TON,2019.0,Tonga,32.0,419.0,0.0,0.0,0.0,0.0,0.0,451.0
214,TTO,2019.0,Trinidad and Tobago,307.0,408.0,0.0,0.0,0.0,0.0,200.0,915.0
215,TUN,2019.0,Tunisia,2068.0,2668.0,0.0,0.0,0.0,0.0,14.0,4750.0
216,TUR,2019.0,Türkiye,83239.0,46941.0,0.0,0.0,0.0,0.0,57.0,130237.0
217,TUV,,,,,,,,,,
218,TWN,,,,,,,,,,
219,TZA,2019.0,United Rep. of Tanzania,695.0,1963.0,0.0,0.0,0.0,0.0,45.0,2703.0
220,UGA,2019.0,Uganda,7301.0,11433.0,0.0,0.0,0.0,2304506.0,7.0,2323247.0
221,UKR,2019.0,Ukraine,59844.0,27991.0,734000.0,0.0,0.0,0.0,1680257.0,2502092.0
222,UMI,,,,,,,,,,
223,URY,2019.0,Uruguay,15.0,311.0,0.0,0.0,0.0,0.0,0.0,326.0
224,USA,2019.0,United States of America,297.0,2940.0,0.0,0.0,0.0,0.0,12.0,3249.0
225,UZB,2019.0,Uzbekistan,3217.0,5002.0,0.0,0.0,0.0,0.0,0.0,8219.0
226,VAT,2019.0,Holy See,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0
227,VCT,2019.0,Saint Vincent and the Grenadines,979.0,77.0,0.0,0.0,0.0,0.0,0.0,1056.0
228,VEN,2019.0,Venezuela (Bolivarian Republic of),93239.0,794491.0,0.0,3582202.0,0.0,0.0,494503.0,4964435.0
229,VGB,,,,,,,,,,
230,VIR,,,,,,,,,,
231,VNM,2019.0,Viet Nam,316441.0,8095.0,0.0,0.0,0.0,0.0,68.0,324604.0
232,VUT,2019.0,Vanuatu,0.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0
233,WLF,,,,,,,,,,
234,WSM,2019.0,Samoa,0.0,84.0,0.0,0.0,0.0,0.0,0.0,84.0
235,YEM,2019.0,Yemen,36522.0,34328.0,3625716.0,0.0,0.0,0.0,49.0,3696615.0
236,ZAF,2019.0,South Africa,441.0,2839.0,0.0,0.0,0.0,0.0,6.0,3286.0
237,ZMB,2019.0,Zambia,259.0,459.0,0.0,0.0,0.0,0.0,5.0,723.0
238,ZWE,2019.0,Zimbabwe,10045.0,16177.0,270000.0,0.0,0.0,0.0,121.0,296343.0
