,ISO_A3,Year,Asylum,Refugees,Asylum-seekers,IDPs,Others in need,Stateless,Host Community,Others of concern,Displaced
50,CRI,2018.0,Costa Rica,4531.0,32595.0,0.0,0.0,82.0,0.0,40.0,37248.0
51,CUB,2018.0,Cuba,287.0,24.0,0.0,0.0,0.0,0.0,0.0,311.0
52,CUW,2018.0,Curacao ,99.0,342.0,0.0,25686.0,0.0,0.0,0.0,26127.0
53,CYM,2018.0,Cayman Islands,34.0,27.0,0.0,0.0,0.0,0.0,0.0,61.0
54,CYP,2018.0,Cyprus,11002.0,10267.0,0.0,0.0,0.0,0.0,6000.0,27269.0
55,CZE,2018.0,Czechia,2186.0,1910.0,0.0,0.0,1502.0,0.0,0.0,5598.0
56,DEU,2018.0,Germany,1063835.0,369239.0,0.0,0.0,14779.0,0.0,0.0,1447853.0
57,DJI,2018.0,Djibouti,18293.0,10479.0,0.0,0.0,0.0,0.0,0.0,28772.0
58,DMA,,,,,,,,,,
59,DNK,2018.0,Denmark,36623.0,2675.0,0.0,0.0,8236.0,0.0,0.0,47534.0
60,DOM,2018.0,Dominican Rep.,164.0,327.0,0.0,26428.0,0.0,0.0,0.0,26919.0
61,DZA,2018.0,Algeria,94341.0,8910.0,0.0,0.0,0.0,0.0,0.0,103251.0
62,ECU,2018.0,Ecuador,101550.0,17044.0,0.0,256265.0,0.0,0.0,0.0,374859.0
63,EGY,2018.0,Egypt,246746.0,68168.0,0.0,0.0,5.0,0.0,0.0,314919.0
64,ERI,2018.0,Eritrea,2252.0,0.0,0.0,0.0,0.0,0.0,21.0,2273.0
65,ESH,,,,,,,,,,
66,ESP,2018.0,Spain,20437.0,78685.0,0.0,0.0,2455.0,0.0,0.0,101577.0
67,EST,2018.0,Estonia,319.0,30.0,0.0,0.0,77877.0,0.0,0.0,78226.0
68,ETH,2018.0,Ethiopia,903226.0,2136.0,2615800.0,0.0,0.0,0.0,452.0,3521614.0
69,FIN,2018.0,Finland,22287.0,3264.0,0.0,0.0,2759.0,0.0,0.0,28310.0
70,FJI,2018.0,Fiji,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0
71,FLK,,,,,,,,,,
72,FRA,2018.0,France,368345.0,89055.0,0.0,0.0,1493.0,0.0,0.0,458893.0
73,FRO,,,,,,,,,,
74,FSM,,,,,,,,,,
75,GAB,2018.0,Gabon,686.0,82.0,0.0,0.0,0.0,0.0,0.0,768.0
76,GBR,2018.0,United Kingdom of Great Britain and Northern Ireland,126708.0,45234.0,0.0,0.0,125.0,0.0,0.0,172067.0
77,GEO,2018.0,Georgia,1987.0,677.0,282382.0,0.0,566.0,0.0,0.0,285612.0
78,GGY,,,,,,,,,,
79,GHA,2018.0,Ghana,11896.0,1312.0,0.0,0.0,0.0,0.0,0.0,13208.0
80,GIB,,,,,,,,,,
81,GIN,2018.0,Guinea,4294.0,1578.0,0.0,0.0,0.0,0.0,0.0,5872.0
82,GMB,2018.0,Gambia,4027.0,349.0,0.0,0.0,0.0,0.0,0.0,4376.0
83,GNB,2018.0,Guinea-Bissau,4853.0,21.0,0.0,0.0,0.0,0.0,0.0,4874.0
84,GNQ,,,,,,,,,,
85,GRC,2018.0,Greece,61446.0,76057.0,0.0,0.0,198.0,0.0,0.0,137701.0
86,GRD,,,,,,,,,,
87,GRL,,,,,,,,,,
88,GTM,2018.0,Guatemala,380.0,251.0,0.0,0.0,0.0,0.0,110600.0,111231.0
89,GUM,,,,,,,,,,
90,GUY,2018.0,Guyana,25.0,12.0,0.0,36400.0,0.0,0.0,0.0,36437.0
91,HKG,2018.0,"China, Hong Kong SAR",128.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0
92,HMD,,,,,,,,,,
93,HND,2018.0,Honduras,28.0,55.0,174001.0,0.0,0.0,0.0,5200.0,179284.0
94,HRV,2018.0,Croatia,787.0,198.0,0.0,0.0,2886.0,0.0,4376.0,8247.0
95,HTI,2018.0,Haiti,5.0,0.0,0.0,0.0,2992.0,0.0,0.0,2997.0
96,HUN,2018.0,Hungary,6019.0,120.0,0.0,0.0,144.0,0.0,0.0,6283.0
97,IDN,2018.0,Indonesia,10786.0,3196.0,0.0,0.0,0.0,0.0,0.0,13982.0
98,IMN,,,,,,,,,,
99,IND,2018.0,India,195887.0,11938.0,0.0,0.0,0.0,0.0,0.0,207825.0
100,IOT,,,,,,,,,,
101,IRL,2018.0,Ireland,6012.0,7159.0,0.0,0.0,99.0,0.0,0.0,13270.0
102,IRN,2018.0,Iran (Islamic Rep. of),979435.0,33.0,0.0,0.0,0.0,0.0,0.0,979468.0
103,IRQ,2018.0,Iraq,283018.0,14013.0,1802832.0,0.0,47515.0,0.0,6.0,2147384.0
104,ISL,2018.0,Iceland,549.0,437.0,0.0,0.0,69.0,0.0,0.0,1055.0
105,ISR,2018.0,Israel,18554.0,35569.0,0.0,0.0,42.0,0.0,0.0,54165.0
106,ITA,2018.0,Italy,189227.0,105606.0,0.0,0.0,732.0,0.0,0.0,295565.0
107,JAM,2018.0,Jamaica,13.0,21.0,0.0,0.0,0.0,0.0,0.0,34.0
108,JEY,,,,,,,,,,
109,JOR,2018.0,Jordan,715298.0,52536.0,0.0,0.0,0.0,0.0,1386.0,769220.0
110,JPN,2018.0,Japan,1893.0,29040.0,0.0,0.0,709.0,0.0,0.0,31642.0
111,KAZ,2018.0,Kazakhstan,568.0,190.0,0.0,0.0,7690.0,0.0,0.0,8448.0
112,KEN,2018.0,Kenya,421243.0,50458.0,0.0,0.0,18500.0,0.0,0.0,490201.0
113,KGZ,2018.0,Kyrgyzstan,329.0,105.0,0.0,0.0,548.0,0.0,0.0,982.0
114,KHM,2018.0,Cambodia,0.0,0.0,0.0,0.0,57444.0,0.0,0.0,57444.0
115,KIR,,,,,,,,,,
116,KNA,2018.0,Saint Kitts and Nevis,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
117,KOR,2018.0,Rep. of Korea,2890.0,19827.0,0.0,0.0,197.0,0.0,0.0,22914.0
118,KWT,2018.0,Kuwait,671.0,983.0,0.0,0.0,92000.0,0.0,16.0,93670.0
119,LAO,,,,,,,,,,
120,LBN,2018.0,Lebanon,949653.0,16404.0,0.0,0.0,0.0,0.0,3518.0,969575.0
121,LBR,2018.0,Liberia,9103.0,40.0,0.0,0.0,0.0,0.0,0.0,9143.0
122,LBY,2018.0,Libya,8792.0,47403.0,170491.0,0.0,0.0,0.0,0.0,226686.0
123,LCA,,,,,,,,,,
124,LIE,2018.0,Liechtenstein,166.0,70.0,0.0,0.0,0.0,0.0,0.0,236.0
125,LKA,2018.0,Sri Lanka,796.0,744.0,35473.0,0.0,0.0,0.0,0.0,37013.0
126,LSO,2018.0,Lesotho,56.0,36.0,0.0,0.0,0.0,0.0,0.0,92.0
127,LTU,2018.0,Lithuania,1731.0,273.0,0.0,0.0,3039.0,0.0,0.0,5043.0
128,LUX,2018.0,Luxembourg,2020.0,1485.0,0.0,0.0,83.0,0.0,0.0,3588.0
129,LVA,2018.0,Latvia,664.0,45.0,0.0,0.0,224844.0,0.0,0.0,225553.0
130,MAC,,,,,,,,,,
131,MAF,,,,,,,,,,
132,MAR,2018.0,Morocco,5932.0,1829.0,0.0,0.0,0.0,0.0,0.0,7761.0
133,MCO,2018.0,Monaco,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
134,MDA,2018.0,Rep. of Moldova,409.0,93.0,0.0,0.0,4451.0,0.0,0.0,4953.0
135,MDG,2018.0,Madagascar,39.0,90.0,0.0,0.0,0.0,0.0,0.0,129.0
136,MDV,,,,,,,,,,
137,MEX,2018.0,Mexico,16530.0,23833.0,0.0,42104.0,13.0,0.0,82993.0,165473.0
138,MHL,,,,,,,,,,
139,MKD,2018.0,North Macedonia,413.0,5.0,0.0,0.0,571.0,0.0,0.0,989.0
140,MLI,2018.0,Mali,26538.0,917.0,120298.0,0.0,0.0,0.0,0.0,147753.0
141,MLT,2018.0,Malta,8579.0,1860.0,0.0,0.0,11.0,0.0,0.0,10450.0
142,MMR,2018.0,Myanmar,0.0,0.0,370306.0,0.0,620939.0,0.0,0.0,991245.0
143,MNE,2018.0,Montenegro,727.0,162.0,0.0,0.0,145.0,0.0,12293.0,13327.0
144,MNG,2018.0,Mongolia,5.0,0.0,0.0,0.0,17.0,0.0,5.0,27.0
145,MNP,,,,,,,,,,
146,MOZ,2018.0,Mozambique,4910.0,21133.0,0.0,0.0,0.0,0.0,0.0,26043.0
147,MRT,2018.0,Mauritania,83183.0,1126.0,0.0,0.0,0.0,0.0,0.0,84309.0
148,MSR,,,,,,,,,,
149,MUS,2018.0,Mauritius,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
150,MWI,2018.0,Malawi,13783.0,23135.0,0.0,0.0,0.0,0.0,320.0,37238.0
151,MYS,2018.0,Malaysia,121305.0,41801.0,0.0,0.0,9631.0,0.0,80000.0,252737.0
152,NAM,2018.0,Namibia,2394.0,1516.0,0.0,0.0,0.0,0.0,7.0,3917.0
153,NCL,,,,,,,,,,
154,NER,2018.0,Niger,175413.0,3547.0,156137.0,0.0,0.0,0.0,27142.0,362239.0
155,NFK,,,,,,,,,,
156,NGA,2018.0,Nigeria,34727.0,940.0,2167925.0,0.0,0.0,0.0,0.0,2203592.0
157,NIC,2018.0,Nicaragua,321.0,126.0,0.0,0.0,0.0,0.0,357.0,804.0
158,NIU,,,,,,,,,,
159,NLD,2018.0,Netherlands (Kingdom of the),101824.0,12303.0,0.0,0.0,1951.0,0.0,0.0,116078.0
160,NOR,2018.0,Norway,57004.0,2246.0,0.0,0.0,2809.0,0.0,0.0,62059.0
161,NPL,2018.0,Nepal,20804.0,51.0,0.0,0.0,0.0,0.0,542.0,21397.0
162,NRU,2018.0,Nauru,964.0,416.0,0.0,0.0,0.0,0.0,0.0,1380.0
163,NZL,2018.0,New Zealand,1545.0,446.0,0.0,0.0,0.0,0.0,0.0,1991.0
164,OMN,2018.0,Oman,310.0,254.0,0.0,0.0,0.0,0.0,0.0,564.0
165,PAK,2018.0,Pakistan,1404008.0,5170.0,96384.0,0.0,0.0,0.0,0.0,1505562.0
166,PAN,2018.0,Panama,2501.0,13602.0,0.0,94400.0,0.0,0.0,0.0,110503.0
167,PCN,,,,,,,,,,
168,PER,2018.0,Peru,2506.0,230845.0,0.0,428214.0,0.0,0.0,0.0,661565.0
169,PHL,2018.0,Philippines,631.0,238.0,77651.0,0.0,1068.0,0.0,68.0,79656.0
170,PLW,,,,,,,,,,
171,PNG,2018.0,Papua New Guinea,10022.0,151.0,0.0,0.0,0.0,0.0,0.0,10173.0
172,POL,2018.0,Poland,12495.0,3059.0,0.0,0.0,10825.0,0.0,0.0,26379.0
173,PRI,,,,,,,,,,
174,PRK,,,,,,,,,,
175,PRT,2018.0,Portugal,2130.0,85.0,0.0,0.0,14.0,0.0,0.0,2229.0
176,PRY,2018.0,Paraguay,260.0,350.0,0.0,803.0,0.0,0.0,0.0,1413.0
177,PSE,,,,,,,,,,
178,PYF,,,,,,,,,,
179,QAT,2018.0,Qatar,189.0,91.0,0.0,0.0,1200.0,0.0,0.0,1480.0
180,ROU,2018.0,Romania,4134.0,1476.0,0.0,0.0,227.0,0.0,0.0,5837.0
181,RUS,2018.0,Russian Federation,77382.0,1361.0,0.0,0.0,75679.0,0.0,0.0,154422.0
182,RWA,2018.0,Rwanda,145359.0,423.0,0.0,0.0,0.0,0.0,3734.0,149516.0
183,SAU,2018.0,Saudi Arabia,263.0,2167.0,0.0,0.0,70000.0,0.0,0.0,72430.0
184,SDN,2018.0,Sudan,1078280.0,17619.0,1864195.0,0.0,0.0,0.0,3725.0,2963819.0
185,SEN,2018.0,Senegal,14359.0,1699.0,0.0,0.0,0.0,0.0,0.0,16058.0
186,SGP,2018.0,Singapore,0.0,0.0,0.0,0.0,1303.0,0.0,0.0,1303.0
187,SGS,,,,,,,,,,
188,SHN,,,,,,,,,,
189,SLB,2018.0,Solomon Islands,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0
190,SLE,2018.0,Sierra Leone,591.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0
191,SLV,2018.0,El Salvador,44.0,16.0,71501.0,0.0,0.0,0.0,4700.0,76261.0
192,SMR,,,,,,,,,,
193,SOM,2018.0,Somalia,16738.0,16361.0,2648001.0,0.0,0.0,0.0,380.0,2681480.0
194,SPM,,,,,,,,,,
195,SRB,2018.0,Serbia and Kosovo: S/RES/1244 (1999),30944.0,219.0,215794.0,0.0,2052.0,0.0,0.0,249009.0
196,SSD,2018.0,South Sudan,291838.0,2535.0,1878154.0,0.0,0.0,0.0,10000.0,2182527.0
197,STP,,,,,,,,,,
198,SUR,2018.0,Suriname,41.0,206.0,0.0,0.0,0.0,0.0,0.0,247.0
199,SVK,2018.0,Slovakia,938.0,17.0,0.0,0.0,1523.0,0.0,0.0,2478.0
200,SVN,2018.0,Slovenia,746.0,245.0,0.0,0.0,5.0,0.0,0.0,996.0
201,SWE,2018.0,Sweden,248210.0,37892.0,0.0,0.0,31819.0,0.0,0.0,317921.0
202,SWZ,2018.0,Eswatini,874.0,739.0,0.0,0.0,0.0,0.0,0.0,1613.0
203,SXM,2018.0,Sint Maarten (Dutch part),5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
204,SYC,,,,,,,,,,
205,SYR,2018.0,Syrian Arab Rep.,18817.0,18631.0,6183920.0,0.0,160000.0,0.0,7879.0,6389247.0
206,TCA,2018.0,Turks and Caicos Islands,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
207,TCD,2018.0,Chad,451203.0,3467.0,165314.0,0.0,0.0,0.0,36718.0,656702.0
208,TGO,2018.0,Togo,12335.0,694.0,0.0,0.0,0.0,0.0,0.0,13029.0
209,THA,2018.0,Thailand,102234.0,934.0,0.0,0.0,478843.0,0.0,98.0,582109.0
210,TJK,2018.0,Tajikistan,2654.0,315.0,0.0,0.0,4616.0,0.0,0.0,7585.0
211,TKM,2018.0,Turkmenistan,21.0,0.0,0.0,0.0,4714.0,0.0,0.0,4735.0
212,TLS,,,,,,,,,,
213,TON,,,,,,,,,,
214,TTO,2018.0,Trinidad and Tobago,784.0,9937.0,0.0,31843.0,0.0,0.0,15.0,42579.0
215,TUN,2018.0,Tunisia,1061.0,250.0,0.0,0.0,0.0,0.0,8.0,1319.0
216,TUR,2018.0,Türkiye,3681688.0,311699.0,0.0,0.0,117.0,0.0,0.0,3993504.0
217,TUV,,,,,,,,,,
218,TWN,,,,,,,,,,
219,TZA,2018.0,United Rep. of Tanzania,278322.0,39659.0,0.0,0.0,0.0,0.0,19024.0,337005.0
220,UGA,2018.0,Uganda,1165646.0,25269.0,0.0,0.0,0.0,0.0,180000.0,1370915.0
221,UKR,2018.0,Ukraine,2606.0,6389.0,1500002.0,0.0,35650.0,0.0,0.0,1544647.0
222,UMI,,,,,,,,,,
223,URY,2018.0,Uruguay,379.0,6404.0,0.0,11605.0,0.0,0.0,0.0,18388.0
224,USA,2018.0,United States of America,313242.0,718992.0,0.0,0.0,0.0,0.0,0.0,1032234.0
225,UZB,2018.0,Uzbekistan,13.0,0.0,0.0,0.0,79942.0,0.0,0.0,79955.0
226,VAT,,,,,,,,,,
227,VCT,,,,,,,,,,
228,VEN,2018.0,Venezuela (Bolivarian Republic of),67283.0,142.0,0.0,0.0,0.0,0.0,0.0,67425.0
229,VGB,,,,,,,,,,
230,VIR,,,,,,,,,,
231,VNM,2018.0,Viet Nam,0.0,0.0,0.0,0.0,34110.0,0.0,0.0,34110.0
232,VUT,,,,,,,,,,
233,WLF,,,,,,,,,,
234,WSM,2018.0,Samoa,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
235,YEM,2018.0,Yemen,264359.0,8805.0,2144719.0,0.0,0.0,0.0,10.0,2417893.0
236,ZAF,2018.0,South Africa,89285.0,184193.0,0.0,0.0,0.0,0.0,0.0,273478.0
237,ZMB,2018.0,Zambia,49877.0,3300.0,0.0,0.0,0.0,0.0,22842.0,76019.0
238,ZWE,2018.0,Zimbabwe,7795.0,10207.0,0.0,0.0,0.0,0.0,853.0,18855.0
