,ISO_A3,Year,Asylum,Refugees,Asylum-seekers,IDPs,Others in need,Stateless,Host Community,Others of concern,Displaced
205,SYR,2019.0,Syrian Arab Rep.,16213.0,12065.0,6146994.0,0.0,160000.0,0.0,30971.0,6366243.0
206,TCA,2019.0,Turks and Caicos Islands,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
207,TCD,2019.0,Chad,442670.0,3756.0,170278.0,0.0,0.0,0.0,122359.0,739063.0
208,TGO,2019.0,Togo,11964.0,692.0,0.0,0.0,0.0,0.0,0.0,12656.0
209,THA,2019.0,Thailand,97556.0,837.0,0.0,0.0,475007.0,0.0,119.0,573519.0
210,TJK,2019.0,Tajikistan,3788.0,1413.0,0.0,0.0,7151.0,0.0,0.0,12352.0
211,TKM,2019.0,Turkmenistan,21.0,0.0,0.0,0.0,3688.0,0.0,0.0,3709.0
212,TLS,,,,,,,,,,
213,TON,,,,,,,,,,
214,TTO,2019.0,Trinidad and Tobago,2308.0,17364.0,0.0,7664.0,0.0,0.0,200.0,27536.0
215,TUN,2019.0,Tunisia,1732.0,1517.0,0.0,0.0,0.0,0.0,17.0,3266.0
216,TUR,2019.0,Türkiye,3579531.0,328257.0,0.0,0.0,0.0,0.0,0.0,3907788.0
217,TUV,,,,,,,,,,
218,TWN,,,,,,,,,,
219,TZA,2019.0,United Rep. of Tanzania,242171.0,29554.0,0.0,0.0,0.0,0.0,23861.0,295586.0
220,UGA,2019.0,Uganda,1359458.0,21658.0,0.0,0.0,0.0,2304506.0,0.0,3685622.0
221,UKR,2019.0,Ukraine,2166.0,2386.0,734000.0,0.0,35701.0,0.0,1680000.0,2454253.0
222,UMI,,,,,,,,,,
223,URY,2019.0,Uruguay,498.0,13742.0,0.0,14362.0,0.0,0.0,0.0,28602.0
224,USA,2019.0,United States of America,341715.0,847608.0,0.0,0.0,168.0,0.0,0.0,1189491.0
225,UZB,2019.0,Uzbekistan,13.0,0.0,0.0,0.0,97346.0,0.0,0.0,97359.0
226,VAT,,,,,,,,,,
227,VCT,2019.0,Saint Vincent and the Grenadines,0.0,0.0,0.0,38.0,0.0,0.0,0.0,38.0
228,VEN,2019.0,Venezuela (Bolivarian Republic of),67749.0,49.0,0.0,0.0,0.0,0.0,494503.0,562301.0
229,VGB,,,,,,,,,,
230,VIR,,,,,,,,,,
231,VNM,2019.0,Viet Nam,0.0,0.0,0.0,0.0,30581.0,0.0,0.0,30581.0
232,VUT,,,,,,,,,,
233,WLF,,,,,,,,,,
234,WSM,,,,,,,,,,
235,YEM,2019.0,Yemen,268503.0,10669.0,3625716.0,0.0,0.0,0.0,15.0,3904903.0
236,ZAF,2019.0,South Africa,78395.0,188235.0,0.0,0.0,0.0,0.0,0.0,266630.0
237,ZMB,2019.0,Zambia,57518.0,5067.0,0.0,0.0,0.0,0.0,23275.0,85860.0
238,ZWE,2019.0,Zimbabwe,8956.0,11532.0,270000.0,0.0,0.0,0.0,957.0,291445.0
