,ISO_A3,Year,Origin,Refugees,Asylum-seekers,IDPs,Others in need,Stateless,Host Community,Others of concern,Displaced
60,DOM,2018.0,Dominican Rep.,472.0,3406.0,0.0,0.0,0.0,0.0,0.0,3878.0
61,DZA,2018.0,Algeria,4181.0,7447.0,0.0,0.0,0.0,0.0,11.0,11639.0
62,ECU,2018.0,Ecuador,1424.0,17727.0,0.0,0.0,0.0,0.0,0.0,19151.0
63,EGY,2018.0,Egypt,24850.0,16760.0,0.0,0.0,0.0,0.0,47.0,41657.0
64,ERI,2018.0,Eritrea,507260.0,78584.0,0.0,0.0,0.0,0.0,86.0,585930.0
65,ESH,2018.0,Western Sahara,116790.0,1803.0,0.0,0.0,0.0,0.0,0.0,118593.0
66,ESP,2018.0,Spain,46.0,238.0,0.0,0.0,0.0,0.0,0.0,284.0
67,EST,2018.0,Estonia,281.0,37.0,0.0,0.0,0.0,0.0,0.0,318.0
68,ETH,2018.0,Ethiopia,92232.0,133254.0,2615800.0,0.0,0.0,0.0,4228.0,2845514.0
69,FIN,2018.0,Finland,5.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0
70,FJI,2018.0,Fiji,675.0,1297.0,0.0,0.0,0.0,0.0,0.0,1972.0
71,FLK,,,,,,,,,,
72,FRA,2018.0,France,59.0,219.0,0.0,0.0,0.0,0.0,0.0,278.0
73,FRO,,,,,,,,,,
74,FSM,,,,,,,,,,
75,GAB,2018.0,Gabon,342.0,739.0,0.0,0.0,0.0,0.0,0.0,1081.0
76,GBR,2018.0,United Kingdom of Great Britain and Northern Ireland,84.0,184.0,0.0,0.0,0.0,0.0,0.0,268.0
77,GEO,2018.0,Georgia,6983.0,21006.0,282382.0,0.0,0.0,0.0,0.0,310371.0
78,GGY,,,,,,,,,,
79,GHA,2018.0,Ghana,18071.0,12542.0,0.0,0.0,0.0,0.0,0.0,30613.0
80,GIB,,,,,,,,,,
81,GIN,2018.0,Guinea,23493.0,33045.0,0.0,0.0,0.0,0.0,0.0,56538.0
82,GMB,2018.0,Gambia,17237.0,14016.0,0.0,0.0,0.0,0.0,0.0,31253.0
83,GNB,2018.0,Guinea-Bissau,2043.0,2850.0,0.0,0.0,0.0,0.0,0.0,4893.0
84,GNQ,2018.0,Equatorial Guinea,140.0,176.0,0.0,0.0,0.0,0.0,0.0,316.0
85,GRC,2018.0,Greece,107.0,128.0,0.0,0.0,0.0,0.0,0.0,235.0
86,GRD,2018.0,Grenada,96.0,59.0,0.0,0.0,0.0,0.0,0.0,155.0
87,GRL,,,,,,,,,,
88,GTM,2018.0,Guatemala,19128.0,86875.0,0.0,0.0,0.0,0.0,24.0,106027.0
89,GUM,,,,,,,,,,
90,GUY,2018.0,Guyana,283.0,551.0,0.0,0.0,0.0,0.0,0.0,834.0
91,HKG,2018.0,"China, Hong Kong SAR",11.0,22.0,0.0,0.0,0.0,0.0,0.0,33.0
92,HMD,,,,,,,,,,
93,HND,2018.0,Honduras,18857.0,76526.0,174001.0,0.0,0.0,0.0,46419.0,315803.0
94,HRV,2018.0,Croatia,24105.0,79.0,0.0,0.0,0.0,0.0,4376.0,28560.0
95,HTI,2018.0,Haiti,27517.0,40973.0,0.0,0.0,0.0,0.0,0.0,68490.0
96,HUN,2018.0,Hungary,3927.0,804.0,0.0,0.0,0.0,0.0,0.0,4731.0
97,IDN,2018.0,Indonesia,12148.0,3395.0,0.0,0.0,0.0,0.0,0.0,15543.0
98,IMN,,,,,,,,,,
99,IND,2018.0,India,9586.0,51802.0,0.0,0.0,0.0,0.0,214.0,61602.0
100,IOT,,,,,,,,,,
101,IRL,2018.0,Ireland,0.0,59.0,0.0,0.0,0.0,0.0,0.0,59.0
102,IRN,2018.0,Iran (Islamic Rep. of),129941.0,87367.0,0.0,0.0,0.0,0.0,87.0,217395.0
103,IRQ,2018.0,Iraq,372332.0,256716.0,1802832.0,0.0,0.0,0.0,7901.0,2439781.0
104,ISL,2018.0,Iceland,5.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0
105,ISR,2018.0,Israel,492.0,683.0,0.0,0.0,0.0,0.0,0.0,1175.0
106,ITA,2018.0,Italy,69.0,381.0,0.0,0.0,0.0,0.0,0.0,450.0
107,JAM,2018.0,Jamaica,2448.0,1495.0,0.0,0.0,0.0,0.0,0.0,3943.0
108,JEY,,,,,,,,,,
109,JOR,2018.0,Jordan,2430.0,4119.0,0.0,0.0,0.0,0.0,1431.0,7980.0
110,JPN,2018.0,Japan,42.0,114.0,0.0,0.0,0.0,0.0,0.0,156.0
111,KAZ,2018.0,Kazakhstan,2520.0,5833.0,0.0,0.0,0.0,0.0,0.0,8353.0
112,KEN,2018.0,Kenya,7480.0,7287.0,0.0,0.0,0.0,0.0,0.0,14767.0
113,KGZ,2018.0,Kyrgyzstan,2934.0,2721.0,0.0,0.0,0.0,0.0,0.0,5655.0
114,KHM,2018.0,Cambodia,12139.0,749.0,0.0,0.0,0.0,0.0,0.0,12888.0
115,KIR,,,,,,,,,,
116,KNA,2018.0,Saint Kitts and Nevis,58.0,11.0,0.0,0.0,0.0,0.0,0.0,69.0
117,KOR,2018.0,Rep. of Korea,274.0,536.0,0.0,0.0,0.0,0.0,0.0,810.0
118,KWT,2018.0,Kuwait,1251.0,1220.0,0.0,0.0,0.0,0.0,0.0,2471.0
119,LAO,2018.0,Lao People's Dem. Rep.,6943.0,294.0,0.0,0.0,0.0,0.0,0.0,7237.0
120,LBN,2018.0,Lebanon,5620.0,8058.0,0.0,0.0,0.0,0.0,14.0,13692.0
121,LBR,2018.0,Liberia,5508.0,2986.0,0.0,0.0,0.0,0.0,88.0,8582.0
122,LBY,2018.0,Libya,13868.0,6786.0,170491.0,0.0,0.0,0.0,8.0,191153.0
123,LCA,2018.0,Saint Lucia,1025.0,65.0,0.0,0.0,0.0,0.0,0.0,1090.0
124,LIE,,,,,,,,,,
125,LKA,2018.0,Sri Lanka,113955.0,14517.0,35473.0,0.0,0.0,0.0,0.0,163945.0
126,LSO,2018.0,Lesotho,6.0,38.0,0.0,0.0,0.0,0.0,0.0,44.0
127,LTU,2018.0,Lithuania,66.0,89.0,0.0,0.0,0.0,0.0,0.0,155.0
128,LUX,2018.0,Luxembourg,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0
129,LVA,2018.0,Latvia,152.0,103.0,0.0,0.0,0.0,0.0,0.0,255.0
130,MAC,2018.0,"China, Macao SAR",0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0
131,MAF,,,,,,,,,,
132,MAR,2018.0,Morocco,3873.0,8163.0,0.0,0.0,0.0,0.0,20.0,12056.0
133,MCO,2018.0,Monaco,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
134,MDA,2018.0,Rep. of Moldova,2397.0,4537.0,0.0,0.0,0.0,0.0,0.0,6934.0
135,MDG,2018.0,Madagascar,298.0,111.0,0.0,0.0,0.0,0.0,0.0,409.0
136,MDV,2018.0,Maldives,74.0,35.0,0.0,0.0,0.0,0.0,0.0,109.0
137,MEX,2018.0,Mexico,12870.0,89794.0,0.0,0.0,0.0,0.0,0.0,102664.0
138,MHL,2018.0,Marshall Islands,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
139,MKD,2018.0,North Macedonia,1721.0,3228.0,0.0,0.0,0.0,0.0,0.0,4949.0
140,MLI,2018.0,Mali,158267.0,10891.0,120298.0,0.0,0.0,0.0,0.0,289456.0
141,MLT,2018.0,Malta,5.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0
142,MMR,2018.0,Myanmar,1145149.0,30459.0,370306.0,0.0,0.0,0.0,98.0,1546012.0
143,MNE,2018.0,Montenegro,715.0,633.0,0.0,0.0,0.0,0.0,0.0,1348.0
144,MNG,2018.0,Mongolia,2249.0,4389.0,0.0,0.0,0.0,0.0,5.0,6643.0
145,MNP,,,,,,,,,,
146,MOZ,2018.0,Mozambique,57.0,8977.0,0.0,0.0,0.0,0.0,0.0,9034.0
147,MRT,2018.0,Mauritania,37050.0,8121.0,0.0,0.0,0.0,0.0,0.0,45171.0
148,MSR,,,,,,,,,,
149,MUS,2018.0,Mauritius,156.0,294.0,0.0,0.0,0.0,0.0,0.0,450.0
150,MWI,2018.0,Malawi,472.0,2800.0,0.0,0.0,0.0,0.0,0.0,3272.0
151,MYS,2018.0,Malaysia,817.0,15037.0,0.0,0.0,0.0,0.0,0.0,15854.0
152,NAM,2018.0,Namibia,1331.0,332.0,0.0,0.0,0.0,0.0,0.0,1663.0
153,NCL,,,,,,,,,,
154,NER,2018.0,Niger,2715.0,2053.0,156137.0,0.0,0.0,0.0,25731.0,186636.0
155,NFK,,,,,,,,,,
156,NGA,2018.0,Nigeria,276834.0,84624.0,2167925.0,0.0,0.0,0.0,1424.0,2530807.0
157,NIC,2018.0,Nicaragua,1671.0,32265.0,0.0,0.0,0.0,0.0,0.0,33936.0
158,NIU,2018.0,Niue,19.0,5.0,0.0,0.0,0.0,0.0,0.0,24.0
159,NLD,2018.0,Netherlands (Kingdom of the),41.0,91.0,0.0,0.0,0.0,0.0,0.0,132.0
160,NOR,2018.0,Norway,5.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0
161,NPL,2018.0,Nepal,8590.0,9074.0,0.0,0.0,0.0,0.0,328.0,17992.0
162,NRU,,,,,,,,,,
163,NZL,2018.0,New Zealand,34.0,14.0,0.0,0.0,0.0,0.0,0.0,48.0
164,OMN,2018.0,Oman,42.0,28.0,0.0,0.0,0.0,0.0,0.0,70.0
165,PAK,2018.0,Pakistan,132248.0,75337.0,96384.0,0.0,0.0,0.0,0.0,303969.0
166,PAN,2018.0,Panama,44.0,141.0,0.0,0.0,0.0,0.0,0.0,185.0
167,PCN,,,,,,,,,,
168,PER,2018.0,Peru,2579.0,4895.0,0.0,0.0,0.0,0.0,0.0,7474.0
169,PHL,2018.0,Philippines,522.0,3804.0,77651.0,0.0,0.0,0.0,80038.0,162015.0
170,PLW,,,,,,,,,,
171,PNG,2018.0,Papua New Guinea,424.0,445.0,0.0,0.0,0.0,0.0,0.0,869.0
172,POL,2018.0,Poland,1085.0,912.0,0.0,0.0,0.0,0.0,0.0,1997.0
173,PRI,,,,,,,,,,
174,PRK,2018.0,Dem. People's Rep. of Korea,797.0,146.0,0.0,0.0,0.0,0.0,0.0,943.0
175,PRT,2018.0,Portugal,20.0,245.0,0.0,0.0,0.0,0.0,0.0,265.0
176,PRY,2018.0,Paraguay,73.0,278.0,0.0,0.0,0.0,0.0,0.0,351.0
177,PSE,2018.0,Palestinian,100728.0,13461.0,0.0,0.0,0.0,0.0,1459.0,115648.0
178,PYF,,,,,,,,,,
179,QAT,2018.0,Qatar,30.0,33.0,0.0,0.0,0.0,0.0,0.0,63.0
180,ROU,2018.0,Romania,1155.0,4253.0,0.0,0.0,0.0,0.0,0.0,5408.0
181,RUS,2018.0,Russian Federation,61457.0,43268.0,0.0,0.0,0.0,0.0,0.0,104725.0
182,RWA,2018.0,Rwanda,247469.0,13772.0,0.0,0.0,0.0,0.0,14998.0,276239.0
183,SAU,2018.0,Saudi Arabia,1492.0,1436.0,0.0,0.0,0.0,0.0,10.0,2938.0
184,SDN,2018.0,Sudan,724787.0,67433.0,1864195.0,0.0,0.0,0.0,0.0,2656415.0
185,SEN,2018.0,Senegal,18208.0,17409.0,0.0,0.0,0.0,0.0,0.0,35617.0
186,SGP,2018.0,Singapore,46.0,70.0,0.0,0.0,0.0,0.0,0.0,116.0
187,SGS,,,,,,,,,,
188,SHN,,,,,,,,,,
189,SLB,2018.0,Solomon Islands,33.0,145.0,0.0,0.0,0.0,0.0,0.0,178.0
190,SLE,2018.0,Sierra Leone,4846.0,7422.0,0.0,0.0,0.0,0.0,0.0,12268.0
191,SLV,2018.0,El Salvador,32562.0,119271.0,71501.0,0.0,0.0,0.0,27285.0,250619.0
192,SMR,,,,,,,,,,
193,SOM,2018.0,Somalia,949637.0,55852.0,2648001.0,0.0,0.0,0.0,130.0,3653620.0
194,SPM,,,,,,,,,,
195,SRB,2018.0,Serbia and Kosovo: S/RES/1244 (1999),32368.0,9702.0,215794.0,0.0,0.0,0.0,0.0,257864.0
196,SSD,2018.0,South Sudan,2285301.0,12701.0,1878154.0,0.0,0.0,0.0,10000.0,4186156.0
197,STP,2018.0,Sao Tome and Principe,31.0,25.0,0.0,0.0,0.0,0.0,0.0,56.0
198,SUR,2018.0,Suriname,22.0,57.0,0.0,0.0,0.0,0.0,0.0,79.0
199,SVK,2018.0,Slovakia,1218.0,390.0,0.0,0.0,0.0,0.0,0.0,1608.0
200,SVN,2018.0,Slovenia,19.0,10.0,0.0,0.0,0.0,0.0,0.0,29.0
201,SWE,2018.0,Sweden,16.0,29.0,0.0,0.0,0.0,0.0,0.0,45.0
202,SWZ,2018.0,Eswatini,237.0,48.0,0.0,0.0,0.0,0.0,0.0,285.0
203,SXM,,,,,,,,,,
204,SYC,2018.0,Seychelles,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
205,SYR,2018.0,Syrian Arab Rep.,6654374.0,139576.0,6183920.0,0.0,0.0,0.0,8453.0,12986323.0
206,TCA,2018.0,Turks and Caicos Islands,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
207,TCD,2018.0,Chad,10895.0,4401.0,165314.0,0.0,0.0,0.0,16724.0,197334.0
208,TGO,2018.0,Togo,8029.0,3546.0,0.0,0.0,0.0,0.0,0.0,11575.0
209,THA,2018.0,Thailand,183.0,2792.0,0.0,0.0,0.0,0.0,0.0,2975.0
210,TJK,2018.0,Tajikistan,1695.0,3192.0,0.0,0.0,0.0,0.0,0.0,4887.0
211,TKM,2018.0,Turkmenistan,457.0,1264.0,0.0,0.0,0.0,0.0,0.0,1721.0
212,TLS,2018.0,Timor-Leste,12.0,10.0,0.0,0.0,0.0,0.0,0.0,22.0
213,TON,2018.0,Tonga,32.0,170.0,0.0,0.0,0.0,0.0,0.0,202.0
214,TTO,2018.0,Trinidad and Tobago,323.0,305.0,0.0,0.0,0.0,0.0,15.0,643.0
215,TUN,2018.0,Tunisia,1985.0,2749.0,0.0,0.0,0.0,0.0,0.0,4734.0
216,TUR,2018.0,Türkiye,68900.0,42915.0,0.0,0.0,0.0,0.0,10.0,111825.0
217,TUV,,,,,,,,,,
218,TWN,,,,,,,,,,
219,TZA,2018.0,United Rep. of Tanzania,723.0,1659.0,0.0,0.0,0.0,0.0,10.0,2392.0
220,UGA,2018.0,Uganda,7034.0,10956.0,0.0,0.0,0.0,0.0,180000.0,197990.0
221,UKR,2018.0,Ukraine,93248.0,31965.0,1500002.0,0.0,0.0,0.0,0.0,1625215.0
222,UMI,,,,,,,,,,
223,URY,2018.0,Uruguay,7.0,203.0,0.0,0.0,0.0,0.0,0.0,210.0
224,USA,2018.0,United States of America,332.0,2834.0,0.0,0.0,0.0,0.0,0.0,3166.0
225,UZB,2018.0,Uzbekistan,3276.0,4606.0,0.0,0.0,0.0,0.0,0.0,7882.0
226,VAT,,,,,,,,,,
227,VCT,2018.0,Saint Vincent and the Grenadines,1258.0,56.0,0.0,0.0,0.0,0.0,0.0,1314.0
228,VEN,2018.0,Venezuela (Bolivarian Republic of),21047.0,464223.0,0.0,2592947.0,0.0,0.0,0.0,3078217.0
229,VGB,,,,,,,,,,
230,VIR,,,,,,,,,,
231,VNM,2018.0,Viet Nam,334464.0,5571.0,0.0,0.0,0.0,0.0,68.0,340103.0
232,VUT,2018.0,Vanuatu,0.0,52.0,0.0,0.0,0.0,0.0,0.0,52.0
233,WLF,,,,,,,,,,
234,WSM,2018.0,Samoa,0.0,42.0,0.0,0.0,0.0,0.0,0.0,42.0
235,YEM,2018.0,Yemen,31145.0,35876.0,2144719.0,0.0,0.0,0.0,0.0,2211740.0
236,ZAF,2018.0,South Africa,482.0,2399.0,0.0,0.0,0.0,0.0,5.0,2886.0
237,ZMB,2018.0,Zambia,266.0,254.0,0.0,0.0,0.0,0.0,0.0,520.0
238,ZWE,2018.0,Zimbabwe,15618.0,17121.0,0.0,0.0,0.0,0.0,110.0,32849.0
